,number,sentences
1593,,1964-65ನೆಯ ಸಾಲಿನಿಂದ ಐದು ವರ್ಷಗಳಲ್ಲಿ ಪೂರ್ಣ ಸಾಕ್ಷರತೆಯನ್ನು ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಸಾಧಿಸಬೇಕು .
1594,sg,ಈ ದೃಷ್ಟಿಯಿಂದ ಚಳವಳಿಯನ್ನು ರೂಪಿಸತಕ್ಕದ್ದು ಎಂಬುದಾಗಿ ಸಮ್ಮೇಳನ ನಿರ್ಧರಿಸಿತು .
1595,sg,ಸಮ್ಮೇಳನದ ನಿರ್ಧಾರದ ಪರಿಣಾಮ ಆಗಿ ಕೆಲವು ಕಡೆಗಳಲ್ಲಿ ಒಳ್ಳೆಯ ಕೆಲಸ ನಡೆಯಿತು .
1596,pl,ಕೆಲವು ಜಿಲ್ಲಾ ಪರಿಷತ್ತುಗಳು ಮೆಚ್ಚುವಂತಹ ಕೆಲಸ ಮಾಡಿದವು .
1597,,ಖಾಸಗಿ ಮುಖಂಡರು ಮತ್ತು ಅಧಿಕಾರಿಗಳು ಸಹಕರಿಸಿ ಮನಸಾರೆ ಶ್ರಮಿಸಿದರು .
1598,sg,ಜಲಗಾಂ ಜಿಲ್ಲೆಯಲ್ಲಿ ಮಾದರಿಯಾದ ಕೆಲಸ ನಡೆಯಿತು .
1599,,ತಾಲೂಕು ಗೌರವ ಸಮಾರಂಭ ಏರ್ಪಡಿಸಿದ ಪ್ರಪ್ರಥಮ ಗೌರವ ಸಂದಿರುವುದು ಬಡಗಾಂಪೇಟೆ ತಾಲೂಕಿಗೆ .
1600,,16-10-1964 ರಂದು ಆಗ ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯ ಮಂತ್ರಿಗಳು ಆಗಿದ್ದ ಯಶವಂತರಾವ್ ಚವಾನ್ ಈ ಸಮಾರಂಭದ ಅಧ್ಯಕ್ಷತೆಯನ್ನು ವಹಿಸಿ ಚಳವಳಿಯನ್ನು ಆಶೀರ್ವದಿಸಿದರು .
1601,,"ಪರಿಣಾಮವಾಗಿ ಜನತೆಯಲ್ಲಿ ಉತ್ಸಾಹ ನೂರ್ಮಡಿಯಾಗಿ , ಸಾವಿರಮಡಿಯಾಗಿ ಹೆಚ್ಚಿತು ."
1602,sg,"ಅಹಮದನಗರ , ಪೂನ , ಕೊಲ್ಲಾಪುರ , ಸಾಂಗ್ಲಿ , ನಾಸಿಕ್ , ನಾಗಪುರ , ಬುಲ್ಡಾನ , ಉಸ್ಮಾನಬಾದ್ ಮತ್ತು ಖಿರ್ ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಒಳ್ಳೆಯ ಕೆಲಸ ನಡೆಯಿತು ."
1603,sg,29-8-1969 ರಲ್ಲಿ ಮಹಾರಾಷ್ಟ್ರದ ವಿದ್ಯಾಮಂತ್ರಿಗಳ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ಕೊಲ್ಲಾಪುರದಲ್ಲಿ ಗೌರವ ಸಮಾರಂಭ ಪ್ರಪ್ರಥಮವಾಗಿ ನಡೆಯಿತು .
1604,sg,ಇಡೀ ಜಿಲ್ಲೆಯಲ್ಲಿ ಎಲ್ಲರೂ ಅಕ್ಷರಸ್ಥರು ಆದರು ಎಂಬ ಘೋಷಣೆ ಹೊರಟಿತು .
1605,sg,"ಜೂನ್ 1964 ರಲ್ಲಿ ಜಿಲ್ಲಾ ಪರಿಷತ್ತಿನ ಅಧ್ಯಕ್ಷರ , ಶಿಕ್ಷಣ ಸಮಿತಿ ಅಧ್ಯಕ್ಷರ ಜಿಲ್ಲಾ ಪರಿಷತ್ತಿನ ಕಾರ್ಯನಿರ್ವಾಹಕ ಅಧಿಕಾರಿಗಳ ಸಭೆ ನಡೆಯಿತು ."
1606,sg,ಅಲ್ಲಿ ಕೆಲಸ ಕಾರ್ಯಗಳ ವಿಮರ್ಶೆ ಆಯಿತು .
1607,sg,ಇನ್ನು ಕೇವಲ ಐದು ವರ್ಷಗಳಲ್ಲಿ ನಿರಕ್ಷರತೆಯನ್ನು ತೊಲಗಿಸಬೇಕು ಎಂದು ಸಮ್ಮೇಳನ ತೀರ್ಮಾನ ಮಾಡಿತು .
1608,,ಕಳೆದ ನಾಲ್ಕು ವರ್ಷಗಳಲ್ಲಿ 4700 ಹಳ್ಳಿಗಳು ಪೂರ್ಣ ಸಾಕ್ಷರತೆಯನ್ನು ಸಾಧಿಸಿದ್ದವು .
1609,pl,ಸುಮಾರು 20 ಲಕ್ಷ ಮಂದಿ ವಯಸ್ಕರು ಓದುಬರೆಹ ಕಲಿತರು .
1610,pl,1961-62 ರಿಂದ 1969-70ರ ವರೆಗೆ 8886474 ಮಂದಿ ವಯಸ್ಕರು ಅಕ್ಷರಸ್ಥರು ಆದರು .
1611,sg,ಚಳವಳಿಗೆ ಮುನ್ನ ಒಬ್ಬನನ್ನು ಅಕ್ಷರಸ್ಥನನ್ನಾಗಿ ಮಾಡಲು ತಲಾ ಸರಾಸರಿ ಆರು ರೂಪಾಯಿ ಬೀಳುತ್ತಿತ್ತು .
1612,sg,ಈಗ ಅದು ಕೇವಲ ಒಂದು ರೂಪಾಯಿಗೆ ಇಳಿಯಿತು .
1613,sg,ಅಕ್ಷರಸ್ಥರಾದ ವಯಸ್ಕರಿಗೆ ತಲಾ 50 ಪೈಸೆಯಂತೆ ಲೆಕ್ಕ ಹಾಕಿ ಸರಕಾರ ಸಂಬಂಧಪಟ್ಟ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಗೆ ಹಣ ನೀಡಿತು .
1614,,ನವಸಾಕ್ಷರರಿಗೆ ಹೊಸದಾಗಿ ಸಾಹಿತ್ಯ ರಚಿಸಿ ಒದಗಿಸಲು ತಗುಲಿದ ಖರ್ಚು ತಲಾ ಸರಾಸರಿ 50 ಪೈಸೆ .
1615,sg,ಭಾರತ ಸರಕಾರದ ಯೋಜನಾ ವಿಭಾಗವು ಮಹಾರಾಷ್ಟ್ರದ ಗ್ರಾಮ ಶಿಕ್ಷಣ ಚಳವಳಿಯ ಮೌಲ್ಯ ಮಾಪನ ಮಾಡಿದೆ .
1616,,ಜನತೆಯಿಂದಲೇ ಜನತೆಯ ಸಲುವಾಗಿ ಚಳವಳಿಯ ಕೊರತೆ ಮತ್ತು ಯಶಸ್ಸನ್ನು ಬೆಳಕಿಗೆ ತರುವುದು ಅದರ ಉದ್ದೇಶ .
1617,sg,ಮಹಾರಾಷ್ಟ್ರದ 1250 ಗ್ರಾಮಗಳಲ್ಲಿ ನಿರಕ್ಷರತಾ ನಿವಾರಣಾ ಚಳವಳಿ ನಡೆಯಿತಷ್ಟೇ ?
1618,sg,ಅವುಗಳ ಪೈಕಿ 63 ಹಳ್ಳಿಗಳನ್ನು ಯಾದೃಚ್ಛಿಕ ಮಾದರಿ ಆಯ್ಕೆಯ ರೀತ್ಯಾ ಆಯ್ಕೆ ಮಾಡಲಾಯಿತು .
1619,,ವಿಷಯ ಸಂಗ್ರಹಿಸಲು ಪ್ರಶ್ನಾವಳಿಯನ್ನು ತಯಾರಿಸಿ ವಿವಿಧ ಹಂತದ ಅಧಿಕಾರಿಗಳಿಗೆ ರವಾನಿಸಿದರು .
1620,,"ಚೀಫ್ ಎಕ್ಸಿಕ್ಯುಟಿವ್ ಅಧಿಕಾರಿ , ಜಿಲ್ಲಾ ಪರಿಷತ್ತಿನ ಅಧಿಕಾರಿ , ಸರಪಂಚರು , ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯರು , ಗ್ರಾಮಸೇವಕರು ಮತ್ತು ಆಯ್ಕೆ ಮಾಡಿಕೊಂಡ ಕೆಲವು ಸಾಕ್ಷರರು ."
1621,,ಸಾಕ್ಷರತಾ ಪ್ರಮಾಣೀತಗಳ ನಿರ್ಧಾರ .
1622,sg,ಸಂಶೋಧನೆಗೆ ಆಯ್ಕೆ ಆದ ಪ್ರತಿಯೊಂದು ಗ್ರಾಮದಲ್ಲೂ ತಲಾ ಸರಾಸರಿ 20 ಮಂದಿ ನವಸಾಕ್ಷರರ ಆಯ್ಕೆ ನಡೆಯಿತು .
1623,,ಅವರು ಕಲಿತಿದ್ದನ್ನು ಎಷ್ಟರಮಟ್ಟಿಗೆ ಉಳಿಸಿಕೊಂಡಿರುವರು ಎಂಬ ಅಂಶ ತಿಳಿಯುವುದು ಮೌಲ್ಯ ಮಾಪನೆಯ ಉದ್ದೇಶ .
1624,pl,ಗ್ರಾಮ ಶಿಕ್ಷಣ ಮೊಹೀಂನಲ್ಲಿ ಬಳಸಿದ ಪದ ಪಟ್ಟಿಯಿಂದ ರಚಿಸಿದ ವಸ್ತುವಿನ ಅಚ್ಚಾದ ಪ್ರತಿಯನ್ನು ಕಲಿತವರು ಅರ್ಥ ಮಾಡಿಕೊಂಡು ಓದಬಲ್ಲರೆ ?
1625,,ಮಹಾರಾಷ್ಟ್ರದ ಸಮಾಜ ಶಿಕ್ಷಣ ಸಮಿತಿಯಿಂದ ಅಕ್ಷರ ಕೇಂದ್ರಗಳಿಗೆ ವಿತರಣೆ ಆದ ಸಾಹಿತ್ಯದಲ್ಲಿ ನಿಗದಿಯಾದ ಭಾಗವನ್ನು ನೋಡಿಕೊಂಡು ಬರೆಯುವುದು .
1626,,ಸರ್ವೆಯಲ್ಲಿ ಅಕ್ಷರಸ್ಥನನ್ನು ಗುರುತಿಸಲು ಕೆಳಗಿನ ಅಂಶಗಳು ಆಧಾರ .
1627,pl,"ಸಲೀಸಾಗಿ ಓದಬಲ್ಲವನು , ಇನ್ನೊಬ್ಬರ ಸಹಾಯದಿಂದ ಓದುವನು , ನೋಡಿಕೊಂಡು ತಪ್ಪು ಇಲ್ಲದೆ ಸಲೀಸಾಗಿ ಬರೆಯುವವನು ಅಥವಾ ಸ್ವಲ್ಪ ಕಷ್ಟದಿಂದ ತಪ್ಪು ಇಲ್ಲದೆ ಬರೆಯುವವನು - ಇವರು ಸಾಕ್ಷರತೆಯನ್ನು ಉಳಿಸಿಕೊಂಡಿರುವರು ."
1628,,ನಿಧಾನವಾಗಿ ಪೂರ್ಣ ಪ್ಯಾಸೇಜನ್ನು ಅಥವಾ ಅದನ್ನು ಭಾಗಶಃ ಓದಬಲ್ಲವನು ಮತ್ತು ತಪ್ಪು ಇಲ್ಲದೆ ಬರೆಯುವವನು .
1629,,ಅವರಿಗೆ ಬರವಣಿಗೆಯಲ್ಲಿ ಸ್ವಲ್ಪ ಅಭ್ಯಾಸ ಬೇಕು .
1630,pl,"ಇನ್ನೊಬ್ಬರ ಸಹಾಯ ಪಡೆದು ಓದುಬರಹ ಮಾಡಲಾರದವರು , ಓದಲು ಮತ್ತು ಬರೆಯಲು ಪ್ರಯತ್ನ ಮಾಡದಿದ್ದವರು ಅಂತಹವರು ನಿರಕ್ಷರತೆಗೆ ಜಾರಿರುವವರು ."
1631,,ಸರ್ವೆಯ ಪ್ರಕಾರ ಅಕ್ಷರಸ್ಥರ ವರ್ಗೀಕರಣ ವರ್ಗ .
1632,,ಒಟ್ಟು ಸಾಕ್ಷರರು 4245.143.9 ಸ್ಪಲ್ಪ ಪುನರಭ್ಯಾಸದಿಂದ ಸಾಕ್ಷರರು ಆಗಬಲ್ಲವರು 43.534.138.0 ಅನಕ್ಷರತೆಗೆ ಜಾರಿದವರು 14.520.518.1 ಗಂಡಸರಿಗಿಂತ ಹೆಚ್ಚು ಪ್ರಮಾಣದಲ್ಲಿ ಸಾಕ್ಷರತೆಯನ್ನು ಉಳಿಸಿಕೊಂಡಿರುವರು .
1633,,ಅಂತೆಯೇ ಅನಕ್ಷರತೆಗೆ ಜಾರಿರುವವರಲ್ಲಿ ಹೆಂಗಸರೇ ಹೆಚ್ಚು .
1634,,ಎಣಿಕೆ ಮಾಡುವುದರಲ್ಲಿ ಕಂಡುಬಂದ ಸಾಧನೆ ಶೇಕಡ 1 .
1635,,ತಪ್ಪು ಇಲ್ಲದೆ ಸುಲಭವಾಗಿ ಎಣಿಕೆ ಮಾಡಬಲ್ಲವರು 49.02 ಸ್ವಲ್ಪ ಕಷ್ಟ ಆದರೂ ಎಣಿಕೆ ಮಾಡಬಲ್ಲವರು 20.53 ತಪ್ಪು ಇಲ್ಲದೆ ಭಾಗಶಃ ಎಣಿಕೆ ಮಾಡಿದವರು 11.04 ತಪ್ಪುತಪ್ಪಾಗಿ ಭಾಗಶಃ ಎಣಿಕೆ ಮಾಡಿದವರು 7.45 ಎಣಿಕೆ ಮಾಡಲು ಪ್ರಯತ್ನವನ್ನೇ ಮಾಡದಿದ್ದವರು 12.1 .
1636,,ಸರಳವಾಗಿ ಕೂಡುವ ಮತ್ತು ಕಳೆಯುವ ಲೆಕ್ಕ ಮಾಡುವುದು .
1637,,"ಸರಳವಾದ ಕೂಡುವ ಮತ್ತು ಕಳೆಯುವ ಲೆಕ್ಕ ತಪ್ಪು ಇಲ್ಲದೆ ಮಾಡಿದವರು 36 , ನಿಧಾನವಾಗಿ ತಪ್ಪು ಇಲ್ಲದೆ ಕೂಡುವವರು ' 30.6 ' ಕೂಡುವ ಮತ್ತು ಕಳೆಯುವ ಲೆಕ್ಕ ಮಾಡಲಾರದವರು 18.9 ."
1638,,ಈ ಲೆಕ್ಕ ಮಾಡಲು ಪ್ರಯತ್ನವನ್ನೇ ಮಾಡದವರು 13.9 .
1639,,ನವಸಾಕ್ಷರರಲ್ಲಿ ಕಂಡುಬಂದ ಬದಲಾವಣೆಗಳು .
1640,,ನವಸಾಕ್ಷರರು ಓದುಬರಹ ಕಲಿಯುವ ಮುನ್ನ ಇದ್ದುದಕ್ಕಿಂತಲೂ ಬಹಳ ಮಟ್ಟಿಗೆ ಸುಧಾರಿಸಿರುವರು .
1641,pl,"ಬಹುಮಂದಿ ಹೆಂಗಸರು ಮತ್ತು ಗಂಡಸರು ಒಗೆದು ಶುಭ್ರವಾದ ಬಟ್ಟೆಯನ್ನು ಧರಿಸುವ ಅಭ್ಯಾಸವನ್ನು , ಶುಚಿ ಆಗಿರುವುದನ್ನು ಕಲಿತಿದ್ದರು ."
1642,,ಶೋಧಿಸಿದ ನೀರನ್ನು ಬಳಸುವುದು ಗೊತ್ತು .
1643,pl,ಕೊಚ್ಚುವ ಕಕ್ಕಸ್ಸುಗಳು ಬಳಕೆಗೆ ಬಂದಿದ್ದವು .
1644,sg,ಕಾಯಿ ಪಲ್ಯೆಯನ್ನು ಒಳ್ಳೆಯ ನೀರಿನಿಂದ ತೊಳೆದು ಉಪಯೋಗಿಸುವ ಪದ್ಧತಿ ರೂಢಿಗೆ ಬಂದಿತು .
1645,,"ಜಮೀನಿನ ವಿಸ್ತೀರ್ಣ ಪಾವತಿ ಮಾಡಬೇಕಾದ ಕಂದಾಯ , ತಂಬಾಕು ಮತ್ತು ಬೀಡಿಗೆ ವೆಚ್ಚ ಮಾಡುವ ಹಣ ಎಷ್ಟು ಎಂಬುವುದು ನವಸಾಕ್ಷರರಿಗೆ ಇವೆಲ್ಲದರ ಮಾಹಿತಿ ಉಂಟು ."
1646,sg,ಗ್ರಾಮೀಣರಿಗೆ ಶಿಕ್ಷಣದ ಬಗ್ಗೆ ಒಲವು ಮೂಡಿದೆ .
1647,pl,ಅವರು ತಮ್ಮ ಮಕ್ಕಳನ್ನು ಶಾಲೆಗಳಿಗೆ ಕಳುಹಿಸುತ್ತಿರುವರು .
1648,sg,ಈ ಅಂಶ ಶಾಲೆಗೆ ಹೊಸದಾಗಿ ಸೇರಿರುವ ಮಕ್ಕಳ ಸಂಖ್ಯೆಯ ಹೆಚ್ಚಳದಿಂದ ವ್ಯಕ್ತ ಆಯಿತು .
1649,pl,ಅವರು ತಮ್ಮ ಮನಸ್ಸಿನಲ್ಲಿ ಇರುವುದನ್ನು ಸ್ವಲ್ಪಮಟ್ಟಿಗಾದರೂ ಅಭಿವ್ಯಕ್ತಪಡಿಸಬಲ್ಲರು .
1650,sg,ಅವರಲ್ಲಿ ಸಾಮಾಜಿಕ ಪ್ರಜ್ಞೆ ಮೂಡಿದೆ .
1651,sg,ವೃತ್ತಪತ್ರಿಕೆಗಳನ್ನು ಓದಬೇಕು ಎಂಬ ಮನಸ್ಸು ಆಗಿದೆ .
1652,sg,ತಮ್ಮ ಸುತ್ತಮುತ್ತ ಆಗುತ್ತಿದ್ದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮಗಳ ಅರಿವು ಆಗಿದೆ .
1653,sg,ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಮುಂದಾಳತ್ವದ ಮನೋಭಾವ ಮೂಡುತ್ತಿದೆ .
1654,sg,ಹಳ್ಳಿಗರಲ್ಲಿ ಸಹಕಾರ ಮನೋಭಾವ ಉಂಟಾಗಿದೆ .
1655,sg,ಸ್ವಾವಲಂಬಿಗಳು ಆಗಲು ಪ್ರಯತ್ನ ನಡೆದಿದೆ .
1656,pl,ಅವರು ಯೋಜನೆಗಳ ಬಗ್ಗೆ ತಿಳಿದುಕೊಳ್ಳಲು ಪ್ರಯತ್ನ ನಡೆಸಿದ್ದಾರೆ .
1657,,ಒಟ್ಟಿನಲ್ಲಿ ಹಳ್ಳಿಗಳ ಚಿತ್ರ ಬದಲಾಗುತ್ತಾ ಬಂದಿತು .
1658,,ಕುರುಡು ನಂಬಿಕೆಗಳು ಕಡಿಮೆ ಆಗುತ್ತಾ ಬಂದವು .
1659,sg,ಗ್ರಾಮಗಳಲ್ಲಿ ನೈರ್ಮಲ್ಯ ಸುಧಾರಿಸಿತು .
1660,,ಅಸ್ಪೃಶ್ಯತೆಯ ಬಗ್ಗೆ ಭಾವನೆ ಬದಲಾಗುತ್ತಾ ಬಂತು .
1661,pl,ಮಹಿಳೆಯರು ಘೋಷ ಪದ್ಧತಿಯನ್ನು ಕಿತ್ತು ಒಗೆದರು .
1662,pl,"ಕುಡಿತ , ಜೂಜು ಮುಂತಾದ ಕೆಟ್ಟ ಚಾಳಿಗಳು ಕಡಿಮೆ ಆದವು ."
1663,,ಗೃಹಿಣಿ ಉಗ್ರಾಣದಲ್ಲಿ ಅಡುಗೆ ಸಾಮಾನುಗಳನ್ನು ಹುಡುಕುವಂತಿಲ್ಲ .
1664,pl,ಡಬ್ಬಗಳ ಮೇಲೆ ಸಾಮಾನುಗಳ ಹೆಸರನ್ನು ಬರೆದು ಹುಡುಕುವ ಶ್ರಮ ಕಡಿಮೆ ಮಾಡಿಕೊಂಡರು .
1665,sg,ಅಡುಗೆ ಮನೆ ಗೃಹಿಣಿ ವಾಚನಾಲಯ ಆಯಿತು .
1666,sg,ಅಡುಗೆ ಮಾಡುವಾಗ ಬಿಡುವಿನ ವೇಳೆಯಲ್ಲಿ ಓದುವ ಹವ್ಯಾಸ ಮಾಡಲಾಯಿತು .
1667,pl,ಗ್ರಾಮಗಳಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಗಳು ಸ್ಪರ್ಧಾ ಮನೋಭಾವನೆಯಿಂದ ನಡೆದವು .
1668,,ಅಂತಹ ಸಾಧನೆಯನ್ನು ಬೆಳಕಿಗೆ ತರುವುದು ಮುಖ್ಯವಾದ ಒಂದು ಭಾಗ .
1669,,ಇದರಿಂದ ಆ ಹಳ್ಳಿಯವರಿಗೂ ಮತ್ತು ನೆರೆಯ ಗ್ರಾಮಗಳಿಗೂ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯದ ಯಶಸ್ಸು ಮನವರಿಕೆ ಆಗುವುದು ಜೊತೆಗೆ ಮುಂದುವರಿಯಲು ಪ್ರೋತ್ಸಾಹ ದೊರೆತಂತೆ ಆಗುವುದು .
1670,,ಈ ದೃಷ್ಟಿಯಿಂದ ಪೂರ್ಣ ಸಾಕ್ಷರತೆಯನ್ನು ಗಳಿಸಿದ ಗ್ರಾಮಗಳು ಗ್ರಾಮಗೌರವ ಸಮಾರಂಭಗಳನ್ನು ಏರ್ಪಡಿಸುವುದು ಎಂಬುದಾಗಿ ಜಿಲ್ಲಾ ವಿದ್ಯಾಧಿಕಾರಿಗಳು ಸೂಚಿಸಿದರು .
1671,,ಅವರೇ ಚಳವಳಿಯ ಚಾಲಕರೂ ಹೌದು .
1672,sg,ಆದ್ದರಿಂದ ಅವರ ಮಾತಿಗೆ ಬೆಲೆ ಬಂದಿತು .
1673,,ಗ್ರಾಮಸ್ಥರು ಗೌರವ ಸಮಾರಂಭವನ್ನು ನಡೆಸಲು ಹಿಂದೆ ಬೀಳಲಿಲ್ಲ .
1674,pl,ಗ್ರಾಮ ಗೌರವ ಸಮಾರಂಭ ಏರ್ಪಡಿಸುವ ಮುನ್ನ ಗ್ರಾಮದಲ್ಲಿ ಆಗಬೇಕಾದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಗಳನ್ನು ಗ್ರಾಮಸ್ಥರೇ ಮಾಡಿಕೊಳ್ಳುತ್ತಿದ್ದರು .
1675,pl,ಗ್ರಾಮ ಗೌರವ ಸಮಾರಂಭಗಳಲ್ಲಿ ಸುತ್ತಮುತ್ತಲಿನ ಹಳ್ಳಿಯವರು ಸಹ ಪಾಲುಗೊಳ್ಳುತ್ತಿದ್ದರು .
1676,,ಹಳ್ಳಿಯ ಹೆಂಗಸರು ಸಹ ಹೆಚ್ಚಿನ ಉತ್ಸಾಹದಿಂದ ಭಾಗವಹಿಸದೆ ಉಳಿಯುತ್ತಾ ಇರಲಿಲ್ಲ .
1677,pl,ಸಭೆಯಲ್ಲಿ ಜಾನಪದ ಗೀತೆಗಳನ್ನು ಹಾಡುತ್ತಿದ್ದರು .
1678,pl,ಸಭೆಯಲ್ಲಿ ಧ್ವನಿವರ್ಧಕ ಯಂತ್ರದ ಮುಂದೆ ಬಂದು ತಮಗೆ ತೋಚಿದ ನಾಲ್ಕು ಮಾತುಗಳನ್ನು ಧೈರ್ಯವಾಗಿ ಹೇಳುತ್ತಿದ್ದರು .
1679,sg,ನಾವು ಕಲಿತ ಓದು ಬರೆಹ ಉಪಯೋಗ ಆಗುತ್ತದೆ .
1680,,ಹಳ್ಳಿಗಳಲ್ಲಿ ಒಗ್ಗಟ್ಟನ್ನು ಕಾಪಾಡಲು ಸಹಕರಿಸುತ್ತೇವೆ .
1681,,ಹಳ್ಳಿಯ ಒಳಿತಿಗಾಗಿ ಶ್ರಮಿಸುತ್ತೇವೆ .
1682,,"ವ್ಯವಸಾಯದ ಉತ್ಪನ್ನಕ್ಕೆ ಶ್ರದ್ಧಾಪೂರ್ವಕವಾಗಿ ದುಡಿಯುತ್ತೇವೆ , ಎಂಬುದಾಗಿ ನವಸಾಕ್ಷರರು ಊರದೇವರ ಹೆಸರಿನಲ್ಲಿ ಪ್ರತಿಜ್ಞೆ ಸ್ವೀಕರಿಸುತ್ತಿದ್ದರು ."
1683,pl,ನೆರೆದಿದ್ದ ಅಕ್ಕಪಕ್ಕದ ಈ ತೆರನಾದ ಸಮಾರಂಭಗಳನ್ನು ನೋಡಿ ಉತ್ತೇಜಿತ ಆಗುತ್ತಿದ್ದರು .
1684,,ಗ್ರಾಮಸ್ಥರು ಮನಸ್ಸು ಮಾಡಿದಲ್ಲಿ ಏನನ್ನಾದರೂ ಸಾಧಿಸಬಹುದು .
1685,,ಜೊತೆಗೆ ತಮ್ಮ ಗ್ರಾಮದಲ್ಲೂ ಸಹ ಇದೇ ಕಾರ್ಯಕ್ರಮವನ್ನು ಏಕೆ ಶುರು ಮಾಡಬಾರದು ಎಂಬ ಉತ್ಸಾಹ ಅವರಲ್ಲಿ ಮೂಡುವುದು .
1686,sg,ಈ ತೆರನಾದ ವಿಶ್ವಾಸ ಮತ್ತು ಆತ್ಮನಂಬಿಕೆಯ ಫಲವಾಗಿ ಅವರಲ್ಲಿ ದೃಢ ನಿರ್ಧಾರ ಮೂಡುತ್ತಿತ್ತು .
1687,,ಇದೇ ಗ್ರಾಮ ಶಿಕ್ಷಣ ಮೊಹೀಂನ ಮೂಲ ಮಂತ್ರ .
1688,,ಸರ್ವೇಕ್ಷಣೆಯ ಪ್ರಕಾರ ಸಾಕ್ಷರತೆಯನ್ನು ಉಳಿಸಿಕೊಂಡಿರುವ ಹಳ್ಳಿಗಳ ಸಂಖ್ಯೆ ಸಾಕ್ಷರತೆ ಉಳಿಸಿಕೊಂಡಿರದ ಹಳ್ಳಿಗಳ ಸಂಖ್ಯೆ .
1689,,ಶೇಕಡ 90ಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಸಾಕ್ಷರತೆ ಉಳಿಸಿಕೊಂಡಿರುವ ಹಳ್ಳಿಗಳು 1100 ಶೇಕಡ 80ರಿಂದ 90ರವರೆಗೆ 36 ಶೇಕಡ 70ರಿಂದ 80ರವರೆಗೆ 26 ಶೇಕಡ 60ರಿಂದ 70ರವರೆಗೆ 20 .
1690,pl,ಮೌಲ್ಯ ಮಾಪನೆಯಿಂದ ಈ ಮೂರು ಅಂಶಗಳ ಬಗ್ಗೆ ವಿವರಗಳು ಬೆಳಕಿಗೆ ಬಂದಿವೆ .
1691,,ಅಕ್ಷರಸ್ಥ ಆಗಲು ಪ್ರೇರಣೆ ಅಕ್ಷರಸ್ಥ ಆಗಲು ಸಂಘಟನೆ .
1692,,ನವಸಾಕ್ಷರರು ಸಾಕ್ಷರತೆಯನ್ನು ಉಳಿಸಿಕೊಂಡಿರುವುದು .
1693,,ಅಕ್ಷರಸ್ಥ ಆಗಲು ಪ್ರೇರಣೆ .
1694,,ಬಹು ಮಂದಿಗೆ ಓದು ಬರೆಹ ಕಲಿಯಲು ಪ್ರೇರಣೆ ಇಲ್ಲ .
1695,sg,ಪ್ರಾರಂಭದಲ್ಲಿ ಕಲಿಯುವವರಲ್ಲಿ ಮನೆಮಾಡಿಕೊಂಡಿದ್ದ ನಿರುತ್ಸಾಹವನ್ನು ಹೋಗಲಾಡಿಸುವುದು ಕಷ್ಟ ಆಯಿತು .
1696,,ಓದು ಬರೆಹದ ಅವಶ್ಯಕತೆ ಅವರಿಗೆ ಅಷ್ಟಾಗಿ ಕಾಣಬರಲಿಲ್ಲ ಜೊತೆಗೆ ಅವರಿಗೆ ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳಿಗೆ ಹಾಜರು ಆಗಲು ಸಾಕಷ್ಟು ಸಮಯ ಇಲ್ಲ .
1697,,ವ್ಯವಸಾಯ ಪ್ರಧಾನ ಆಗಿರದ ದೂರ ಪ್ರದೇಶಗಳು ಮತ್ತು ಬೆಟ್ಟ ಗುಡ್ಡಗಳಿಂದ ಆವೃತ ಆದ ಪ್ರದೇಶಗಳು ಉಂಟು .
1698,pl,ಅಂತಹ ಕಡೆಗಳಲ್ಲಿ ಗ್ರಾಮಸ್ಥರು ಹೊಟ್ಟೆ ಹೊರೆಯಲು ಹೊರಗೆ ವಲಸೆ ಹೋಗುವರು .
1699,,ಆದ್ದರಿಂದ ಅವರು ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳಿಗೆ ಹಾಜರು ಆಗಲು ತೊಂದರೆ .
1700,,ತಿಳಿವಳಿಕೆ ಉಳ್ಳ ಹಾಗೂ ಗ್ರಾಮಸ್ಥರಲ್ಲಿ ಅನುಕಂಪ ಉಳ್ಳ ಮುಂದಾಳುಗಳು .
1701,,ಸಮಾಜ ಕಾರ್ಯಕರ್ತರು ಮತ್ತು ಒಳ್ಳೆಯ ಉಪಾಧ್ಯಾಯರು ಇರುವ ಕಡೆಗಳಲ್ಲಿ ನಿರಕ್ಷರಕುಕ್ಷಿಗಳು ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳಿಗೆ ಸೇರುವಂತೆ ಪ್ರಭಾವ ಬೀರುವುದು ಸುಲಭ .
