objnum,sentences
,وانی پرکاشن سے شائع ` ` ودھاؤں کاونیاس ` ` کتابی تبصرہ کا سلیقہ سمجھنے کا ایک سنہرا موقع ہے ۔
sg,دراصل اس کتاب میں قلم_کار کے ذریعہ پڑھی گئی ۴۶ کتابوں کی روح جذب ہے ۔
,ان کی فطری دلچسپی کی وجہ سے ان میں بیشتر تعداد سوانح عمریوں کی ہے لیکن اس میں ناولوں اور خیالی کتابوں کی بھی وافر ترجمانی ہے ۔
,یہ شاید اننت وجے کی صحافیانہ زمین کا ہی اثر ہے کہ وہ چھپے ہوئے کے ساتھ چِھپے ہوئے کو بھی تلاشتے چلتے ہیں اور ان کا یہی تجسس ان تبصروں کو کہیں بہت سفاک اور کہیں بہت رحمدل بناتا ہے ۔
,اننت وجے جس خوبی سے بازار کے دباؤ میں کتابیں بیچنے کے ہتھکنڈؤں ( ان لائکلی ہیرو اومپوری ، نندتاپوری ، فائیوپوائنٹ سَم ون ، چیتن بھگت ) کو بےنقاب کرتے ہیں -
,اسی بےباک طریقے سے سوانح عمری کی آڑ میں سوانح عمری ( کیپنگ دی فیتھ ۔ سومناتھ چٹرجی ) کو بھی اجاگر کرنے میں نہیں چوکتے ۔
,ہمعصر عالمی اور ہندوستانی انگریزی ادب کی تخلیقیت کے ساتھ بازار کے مطالبے پر پروسے جانے والے مسالوں کی مقدار بھی ناپتی یہ کتاب عام قاری کے ساتھ ادب اور صحافت کے طلبا کے لئے عموماً اہم ہے ۔
sg,دو دن پہلے اپنی فلم پان سنگھ تومر کے لئے قومی انعام پانے والے اداکار عرفان خان کے خلاف عوامی مقام پر سگریٹ پینے کے الزام میں اہم عروس البلاد ضلع مجسٹریٹ جےپور کی عدالت میں استغاثہ دائر ہوا ہے ۔
,معاملے کی اگلی سماعت ۲۱ مارچ کو ہو گی ۔
,شاکی آنندسنگھ راٹھور کا کہنا ہے کہ وہ سات مارچ کو جےپور کے سانگانیر ایئرپورٹ اپنے ایک دوست کو لینے آئے تھے ۔
sg,اس دوران فلم اداکار عرفان خان سگریٹ_نوشی ممنوع علاقے میں کھلے_عام سگریٹ پی رہے تھے ۔
,اس کی شکایت ایئرپورٹ افسران سے کی گئی لیکن دھیان نہیں دیا اور نہ ہی سی سی ٹی وی فوٹیج ہی دستیاب کرایا ۔
,شاکی کا کہنا ہے کہ فلمی ستارے نوجوانوں اور بچوں کے آدرش ہوتے ہیں اور اگر وہی اس طرح کھلے_عام سگریٹ پئینگے تو اس سے ان پر مخالف اثر پڑ سکتا ہے ۔
,ایئرپورٹ میں داخلہ کرنے سے قبل سیکورٹی افسر ہر ایک شخص کی تلاشی لیتے ہیں اور سگریٹ وغیرہ ملنے پر باہر ہی رکھ لیتے ہیں لیکن عرفان کے سیلیبریٹی ہونے کی وجہ سے ان کی تلاشی نہیں لی گئی اور انھیں سگریٹ اندر لے جانے دی گئی ۔
sg,لکھنئو حکومت نے صوبے کی فلمسازی پالیسی ۲۰۱۱ میں ترمیم کر دیا ہے ۔
,اب مقامی زبان میں بننے والی فلم کے لئے ۴۰ لاکھ کی جگہ ایک کروڑ روپئے کی گرانٹ دی جائے گی ۔
sg,ہندی فلموں کے لئے گرانٹ لینے کے لئے فلم کے کم سے کم ۷۵ فیصدی شوٹنگ اترپردیش میں کرانی ہوگی ۔
sg,پالیسی میں ترمیم کئے جانے کا احکام جاری کر دیا گیا ہے ۔
pl,ایک سال میں ہی دوسری فلم بنانے پر انعام کے لئے منتخبہ ہدایت_کاروں کو ۵۰ لاکھ روپئے کی جگہ اب 1.25 کروڑ روپئے دئے جاینگے ۔
,اسی طرح ایک مالی سال میں بیشتر تعاون بڑھا کر ۵ کروڑ کر دیا گیا ہے ۔
,ترمیم_شدہ پالیسی کے تحت اب تعاون دینے والی منتخبہ کمیٹی میں سندی قلم_کار جسے فلمسازی کے مضامین کے مضمون کا تجربہ ہو اسے بھی ممبر کے بطور شامل کیا گیا ہے ۔
,یہ ترمیم تعمیری لاگت کے عملی اندازے کے لئے کیا گیا ہے ۔
,تھئیٹر کی دنیا کے بارے میں آپ نے اب تک بہت کچھ دیکھا اور سنا ہوگا ۔
,لیکن کیا ماسکو کے ` ` کیٹ تھیئٹر ` ` کے بارے میں بھی آپ جانتے ہیں ۔
sg,کافی وقت کے بعد ایک بار پھر دوبارہ یہ تھیئٹر شروع ہو رہا ہے ۔
pl,تھیئٹر میں فن کے نمونے تو آپ نے کئی بار دیکھے ہونگے ۔
,لیکن ماسکو کا ` کیٹ تھیئٹر ` عام تھیئٹر سے بالکل الگ ہے ۔
,ایکٹنگ کے اس اسکول میں اہم کردار بلّیاں ہیں ۔
,جوکرس کی پیٹھ پر اچھل کود سے لے کر گیند کو اشارے پر نچانا اور گھومتے ہوئے لٹھے قلابازیاں دکھانا یا پھر رسی پر چلنے جیسے کرتب آپ سرکس میں ضرور دیکھے ہونگے ۔
,روس میں جب یہی کرتب بلیاں کرتی ہیں تو اسے دیکھ کر لوگ دانتوں تلے انگلی دبانے کو مجبور ہو جاتے ہیں ۔
,کیٹ تھیئٹر کی یہ حیرت_انگیز بلیاں بخوبی جانتی ہیں کہ کب اور کون سا اسٹنٹ کرنا ہے جسے دیکھتے ہی ناظرین ہنس کر لوٹ_پوٹ ہو جائیں ۔
,` ` ماسکو کیٹ تھیئٹر ` ` کے بیڑے میں کل ۱۲۰ بلیاں شامل ہیں ۔
,یہ سبھی اپنے فن میں استاد ہیں ۔
,ان بلیوں کو ان کے پاگل_پن بھری حرکتوں اور اداکاری کے لئے جانا جاتا ہے ۔
sg,بلیوں کے اس رومانی اداکاری کو کئی ناموں سے جانا جاتا ہے ۔
,` ` کیٹنپرس ` ` ، ` ` کیٹ کلائونس ` ` اور ` ` کیٹ فرام دی یونیورس ` ` ایسے ہی کچھ نام ہیں ۔
,اس روسی تھیئٹر کی شروعات ۱۹۹۰ میں مشہور اینیمل ٹرینر یوری ککلاچو اور ان کے بیٹے دامتری نے مل کر کی تھی ۔
,ان بلیوں نے جب رسیوں پر چلنا ، اچھلتے گھوڑے پر لڑکھڑاتے ہوئے کرتب دکھانا اور مِرربال پر کھڑے ہو کر پوز دینا شروع کر دیا تو دور دور سے لوگ کیٹ تھیٹر کو دیکھنے آنے لگے ۔
sg,کئی وجوہات سے ` کیٹ تھیئٹر ` کو کچھ وقت کے لئے بند کر دیا گیا تھا ۔
,اب نئے سرے سے ایک بار پھر اس تھئیٹر کی شروعات ہوئی تو لوگوں کا ہجوم بلیوں کی پرفارمینس دیکھنے کو امڈ پڑا ۔
,حالانکہ کچھ اینیمل رائٹس گروپ اینیملس کے ساتھ ایسے سلوک کو صحیح نہیں مان رہے اور تنقید کر رہے ہیں ۔
,لیکن ` ` کیٹ تھیٹر ` ` کے آرٹ ڈائریکٹر دامتری ککلاچیو کے مطابق تھیٹر کا ماحول کچھ ایسا ہی ہے کہ اس سے اینملس کو کام کرنے میں یہاں تکلیف نہیں ہوتی اور وہ بیحد اچھا محسوس کرتے ہیں ۔
,وہ بتاتے ہیں کہ ہمارے پاس ۱۰۰ بلیاں ہیں لیکن انھیں ساتھ لایا جاتا ہے اور انھیں تربیت دی جاتی ہے ۔
,دامتری کے مطابق اب تو یہاں بلیوں کی ایک دنیا ہی بس گئی ہے ۔
,دامتری کے والد یوری ککلاچیو کا دعویٰ ہے کہ یہ دنیا کا اکلوتا کیٹ تھیٹر ہے ۔
,یوری کو بھی اسٹیج پر بلیوں کو اسٹنٹ اور میوزک پر کوریوگرافی سکھاتے ہوئے دیکھا جا سکتا ہے ۔
,ان بلیوں کو شو سے پہلے اور بعد میں ناظرین تھیٹر کے گلاس کیٹ ٹمپل میں بھی دیکھ سکتے ہیں ۔
,فلم اسٹار سنی لیون بالی_ووڈ کا حصہ بن کر کافی خوش ہیں ۔
sg,حال ہی میں ایک تقریب کے دوران سنی نے بالی_ووڈ سے جڑنے کا اپنا تجربہ بیان کیا ۔
,ٹی_وی ریلٹی شو بگ_باس کے ذریعہ ہندوستانی تفریحی صنعت میں دستک دینے والی سنی نے بالی_ووڈ میں کیرئر کی شروعات پوجابھٹ کی فلم جسم ۲ سے کی تھی ۔
,اب وہ ایکتاکپور کی ہوم پروڈکشن فلم راگنی ایم ایم ایس ۲ میں نظر آئیں گی ۔
sg,سبھی اخبارات نے اس کے شیئر خریدے ۔
,اخبارات ہی اس کی خدمت کے گاہک بھی تھے ۔
,اس طرح اسے ذاتی اجارہ_داری اور غیرملکی اثر سے آزاد رکھا گیا ۔
sg,یو_پی_آئی کو بڑھاوا دیا گیا ۔
,لیکن یو_پی_آئی کا خرچ زیادہ اور آمدنی کم تھی ۔
,آزادی کے بعد ملک میں ہندوستانی زبانوں کی پہلی خبر خدمات شروع کرنے کی کوشش کی گئی ۔
,دسمبر ۱۹۴۸ میں ہندوستان سماچار کی تشکیل کے ساتھ یہ مقصد پورا ہو گیا ۔
,اس کا قیام ایک پرائیویٹ لیمٹیڈ کمپنی کے روپ میں کیا گیا تھا ۔
,۱۹۵۷ میں اسے ایک کوپریٹیو کمیٹی کا روپ دے دیا گیا ۔
,یہ ایجنسی ہندی کے علاوہ نو ہندوستانی زبانوں میں خبر دیتی تھی ۔
,یو_پی_آئی کے اختتام کے بعد رام ناتھ گوینکا کی کوششوں سے ۱۹۵۹ میں انڈین نیوز سروس ، ایک نئی خبر خدمت شروع کی گئی ۔
,اس نے ۱۹۶۱ میں کام کرنا شروع کیا لیکن کچھ ہی ماہ بعد اس نے اپنا کام سمیٹ لیا ۔
,۱۹۵۹ میں ہی ایک اور خبر ایجنسی شروع کرنے کی کوشش کی گئی ۔
,اس کام میں مغربی_بنگال کے معاصر وزیراعلیٰ ڈاکٹر ودھان چند رائے نے بھی گہری دلچسپی لی ۔
,اکتوبر ۱۹۶۶ میں ایک اور لسانی خبر ایجنسی ، سماچار بھارتی کا قیام پبلک لمیٹیڈ کمپنی کے روپ میں کیا گیا ۔
sg,سات ریاستی سرکاروں نے بھی اس کے شیئر خریدے ۔
pl,سماچار بھارتی ۱۴ دفاتر اور ۱۷ ٹیلی_پرنٹر مراکز کے ذریعہ روزانہ تقریباً ۳۰ ہزار الفاظ کی خبریں جاری کرتی تھی ۔
,ایمرجنسی کے دوران خبر کی نشر و اشاعت پر زیادہ کنٹرول لاگو کرنے کے لئے حکومت نے ملک کی دو اہم انگریزی خبر ایجنسیوں پی_ٹی_آئی اور یو_این_آئی اور ہندی کے ہندوستان سماچار اور سماچار بھارتی کو ملا کر ایک نئی سماچار ایجنسی ` سماچار ` کی تشکیل کرائی ۔
,اس طرح سبھی بین_الاقوامی اور اندرونی خبر ایجنسیوں پر ایک ہی خبر ایجنسی کا کنٹرول ہو گیا ۔
sg,ایمرجنسی کے بعد جب ۱۹۷۷ میں عوامی سرکار اقتدار میں آئی تو اس نے ` سماچار ` کو ختم کر کے پہلی حالت کو بحال کر دیا ۔
pl,اس درمیان یو_این_آئی نے مئی ۱۹۸۲ میں ہندی خدمات یونیوارتا شروع کی ۔
sg,جلد ہی ۲۰۰ اخبارات اس کی خدمت لینے لگے ۔
,شروع سے ہی یونیوارتا کا مقصد رہا ہے ، سچی خبریں ، جلد خبریں اور آپ کی زبان میں خبریں ۔
pl,وارتا اپنی خدمات میں علاقائی ، قومی ، بین_الاقوامی ، معاشی ، کھیل کود سبھی طرح کی خبریں دیتی ہیں ۔
,یونیوارتا اس وقت ہندی کی پیش_رو خبر ایجنسی ہے ۔
pl,یونیوارتا کے جنم کے کچھ سال بعد پی_ٹی_آئی نے بھی ۱۹۸۶ میں اپنی ہندی خدمات ` بھاشا ` نام سے شروع کی ۔
,` بھاشا ` کے پہلے مدیر وید پرتاپ ویدک تھے ۔
pl,دنیا کے مختلف جمہوری ممالک میں سیاستدانوں اور صحافیوں کے درمیان گہرے رشتے رہے ہیں ۔
sg,سیاسی پارٹیوں اور سیاستدانوں کے اپنے اخبار بھی رہے ہیں ۔
,برطانیہ کے ` ہاوس آف کامنس ` میں قریب ڈیڑھ سو سال پہلے چھ اخباروں کے مالک ممبر بن گئے تھے ۔
,پھر یہ تعداد دوگنی ہو گئی ۔
,عوام نے بھی ۳۰ - ۴۰ صحافیوں کو چن کر پارلیمنٹ بھیجا ۔
,۱۹۵۹ کے بعد برطانوی پارلیمنٹ کے ہر انتخاب میں ۱۰۰ سے زیادہ امیدوار صحافی رہ چکے ہیں ۔
,ہندوستان میں سیاستدانوں اور صحافیوں کے درمیان رشتوں کی کوئی قواعد آج تک نہیں بن پائی ۔
,حصولِ آزادی سے قبل اور بعد کے ابتدائی برسوں میں کئی سیاستدانوں نے آزادی کی جوت جگانے کے لئے اخبار نکالے ۔
,اخباروں کی پیشہ_واریت بڑھنے لگی اور اسی نظریے سے رشتے بنتے و بگڑتے رہے ۔
,کبھی سیاسی مدیر کا عہدہ پا گئے تو کبھی اچھے صحافی سیاستدان بن گئے ۔
,کچھ لوگ اس چکر میں مالکان اور وزراء کے درمیان محض کڑی بن کر رہ گئے ۔
,چالاک اخبار مالکان نے ایسے صحافیوں کا فائدہ اٹھایا لیکن سیاسی نقشہ بدلنے پر انھیں مکھی کی طرح نکال پھینکنے میں دیری نہیں کی ۔
,کانگریس کے بعد اقتدار میں آنے والی اہم پارٹی بھارتی جنتا پارٹی کے رہنماوں نے بھی عہدبند صحافت کو اہم مانا ۔
sg,قومیت کے نام پر اپنے پسندیدہ صحافیوں اور اخباروں کو سب سے زیادہ اجرت دی گئی ۔
