treedepth,sentences
5,مشہور طنزنگار اور جانے مانے صحافی انوج کھرے کا نام ایسے ہی کچھ ایک منتخب لوگوں میں گنایا جا سکتا ہے ۔
2,` چلّرچنتن ` کے بعد کھرے کا یہ دوسرا طنزیہ مجموعہ ہے ۔
7,کھرے خود مانتے ہیں کہ کوئی پتہ نہ کھڑکے ، کسی کے اندر ہلچل نہ ہو ، کوئی گل نہ کھلے ، کوئی نظام نہ بدلے کوئی کھیل نہ ہو تو لکھنے سے بھلا کیا فائدہ ؟
4,فائدے کا یہی راز ان کے طنز کی دھار میں نظر آتا ہے ۔
6,قلمکار کا ماننا ہے کہ خطرے نہ ہوں تو زندگی بدرنگ ہو جاتی ہے ۔
6,لہٰذا داد یا حقارت کی پرواہ کئے بغیر اس نے قلم چلائی ہے ۔
9,روٹین کے انقلابیوں کی خبر لینی ہو یا انقلاب کے امکانات کو پگھلنے کے کگار پر دیکھنا ، تند خیالات کا تابوت اٹھانا ہو یا اپنا قد کتابوں پر کھڑے ہو کر بڑھنے والوں کی تعریف کرنا انوج ایکدم کھرے ثابت ہوئے ہیں ۔
6,انھوں نے جذبہءمذمت کا جدیدترین شمارہ بھی تلاش کیا ہے اور سمپیتھی مینجمنٹ کو بھی سادھا ہے وہ لَو کا لوچا پکڑ پانے میں کامیاب رہے ہیں تو مائکے گئی بیوی کو ایک بےرنگ خط بھی لکھ مارے ہیں ۔
8,ان کی زبان میں مست مولاپن اور چوکنّی شوخی ہے جو پکڑ لیتی ہے کہ کہے جا رہے لفظ کے مضمرات کیا ہیں ۔
4,تقریباً ۲۰ برس کے وقفے کے بعد کسی قلمکار کے نئے تخلیقی عمل کا آنا حیرانی بھرا ہو سکتا ہے ۔
6,لیکن اس وجہ سے راجا خُگشال جیسے قلمکار کے نئے شعری مجموعے ` پہاڑ شیرشک ہے پرتھوی کے ` کو نظرانداز قطعی نہیں کیا جا سکتا ۔
5,۱۹۸۳ میں مکالمے کے سلسلے اور ۱۹۹۱ میں شائع ` صدی کے شیش ورش ` کے بعد یہ راجاخُشگال کا تیسرا شعری مجموعہ ہے ۔
5,ان کی شاعری میں وقت سماج ، تہذیب اور نظام سے لے کر ماحول سے جڑا تفکر نظر آتا ہے ۔
8,اسلئے یہ کہنا غلط نہیں ہوگا کہ راجا خُشگال نے شاعری کے تئیں اپنی بےپروائی اور بےاعتنائی کے درمیان اپنے اندر کے شاعر کو زندہ رکھا ہے ۔
4,لمبے عرصے کے باوجود ان کے اندر کے شاعر نے اپنے وقت اور سماج کو شاعری سے اوجھل نہیں ہونے دیا۔
4,راجا خُشگال کی شاعری کے کئی رنگ ہیں ۔
7,کبھی وہ ` دنیا کا چہرا ` شاعری میں بدلتے چہروں کو بیاں کرتے ہیں تو کبھی ` بھوٹئے ` نظموں میں ایک تہذیب کی کہانی کہتے ہیں ۔
5,` میل کا پتھر ` چھوٹی سی نظم ہے لیکن ایک مطلب بہت بڑا ہے ۔
3,میل کے پتھروں کو بھی وہ راہبر اور ہمسفر مانتے ہیں ۔
1,اسی طرح ` اننت میں مون ` ( آنجہانی شمشیرجی کے لئے عزت کے ساتھ ) کی شعری زبان سادی اور آسان ہے لیکن شعری پن بالکل خالی نہیں ۔
4,انھوں نے جو بھی محسوس کیا اسے عزت اور وقار کے ساتھ آسان زبان میں شاعری کا روپ دے دیا ۔
6,لفظ اگر اظہار کا ذریعہ ہے تو رقص اظہار کا ایک طرز ہے ۔
4,سُر ، تال اور لے سے جڑ کر رقص صدیوں سے ہمارے جذبات کو زباں بناتا آیا ہے ۔
3,موسم بدلے یا ماحول
4,ہر موقعے کے مطابق ایک علاحدہ رقص نے ہمارے ملک کی روایات کو متمول کیا ہے ۔
5,ان روایات کا تعاون تب اور بھی صاف نظر آتا ہے جب رقص کے نام سے ہی ایک ریاست کو پہچانا جانے لگتا ہے ۔
5,حالانکہ ہر علم کے ساتھ فنکار کی اپنی علمیت کی بھی بہت اہمیت ہے ۔
4,جب کوئی بھی اچھا فنکار پیشکش دیتا ہے تو اس سے روایت مضبوط ہوتی ہے ۔
6,اس میں تلاش کی بھی اپنی اہمیت ہے کیونکہ فنکار کا تخیل جتنا اونچا ہوگا پیشکش اتنی ہی عمدہ ہوگی ۔
4,پھر چاہے رادھاوکرشن کو اسٹیج پر لائیں یا کسی اور عنوان کو اپنے فن سے جوڑیں ۔
11,بیشک نئے زمانے کے لوگ نئے رنگ میں رنگ چکے ہیں لیکن اس کے ساتھ ہی یہ بھی دلچسپ ہے کہ کلاسکی موسیقی اور رقص جیسے قدیم فن میں دلچسپی لینے والوں کی تعداد بڑھ رہی ہے ۔
4,اس کی سب سے بڑی وجہ فنکاروں کا گہرائی سے کام کرنا کہا جائے گا ۔
6,تہذیبی سرگرمیوں سے جڑے فنکار کے اندر اپنے فن کے لئے عزت ، وقار اور لگن ہو تو اس کا طرز ہمیشہ مناسب رہتا ہے ۔
4,یہی ہماری سماجی تہذیب کی پہچان ہے ۔
3,ہندوستان کا کلاسکی رقص پوری دنیا میں مشہور ہے ۔
3,ویسے بھی رقص کی کوئی سرحد نہیں ہوتی ہے ۔
6,اگر ہمارے ملک میں یہ قدیم روایت ہے تو دنیا بھر میں اس میں ڈوبنے والوں کی بھی کوئی کمی نہیں ہے ۔
6,وقت کے ساتھ بھلے ہی اس کے طرز میں زیادہ تبدیلی نہیں آئی ہے لیکن اس میں حرکات وسکنات کا جو مرکب ہے وہ دلچسپ ہے ۔
3,نہیں ، سوتیلی ماں لا کر ہم منّا کو اور دکھ میں نہیں ڈال سکتے ۔
4,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔
5,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔
5,بیٹا اومکار ! تم اگر گُنجا سے شادی کر لو تو سارا مسئلہ حل ہو جائیگا ۔
5,اس کا بھی تو بیاہ ہمیں کرنا ہی ہے ، اور تم جانتے ہو کہ منّا گُنجا سے ہلا ملا بھی ہے ۔
7,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔
2,کاہے چندن ! تم کا کہتے ہو ؟
4,جس میں بھیّا کی خوشی ہو کاکا ، ہمیں منظور ہے ۔
6,چاچا ! اس نے تو سمجھا تھا کہ آپ اس کا بیاہ چندن سے طے کر کے آئے ہیں ۔
3,یہ تو چندن کو چاہتی ہے اور چندن بھی اسی کو چاہتا ہے ۔
6,لیکن چندن اگر گنجا سے بیاہ کرنا چاہتا تھا تو جس دن یہ بات طے ہوئی ، اس دن وہ بھی وہاں تھا ، اس نے کچھ کیوں نہیں کہا ؟
4,بس ایک بار ہماری بات سنو گنجا ، پھر چاہے زندگی بھر ہم سے ناراض رہ لینا ۔
3,تم سے ناراض رہنے کا اب کا حق ہے ہمارا ؟
5,تھوڑا بہت حق جو ہم نے اپنا سمجھ لیا تھا ، وہ تو تم نے چھین ہی لیا نا ۔
6,بس ایک بات نہیں سمجھ آتی کہ تم نے کس بات کا بدلہ لیا ہم سے ؟
3,تمھارا بڑا بھروسہ تھا چندن !
7,ہم سمجھتے تھے اگر ہماری محبت میں طاقت ہوگی تو ہم تمھیں ضرور پا لینگے ۔
3,زندگی میں موہ-مایا ہی سب کچھ تو نہیں ہوتا ہے گُنجا ، ایک فرض بھی ہوتا ہے ۔
5,تم تو بہت بعد آئیں گنجا ، آنکھ کھلی تو پہلے بھیّا کو جانا تھا ، باپ و ماں کے تو چہرے تک یاد نہیں ہم کو ۔
4,ان کی خوشی کی خاطر ہی ہم اپنا سب کچھ نِچھاور کرنے کے لئے تیار ہو گئے ۔
7,گنجا ! بات صرف ہماری نہیں رہ گئی تھی ، بھیّا کی خوشی کی بات تھی ، اس گھر کی بات تھی جسے بھابھی نے اتنے جتن سے سنوارا و سجایا ، بات ہمارے منّا کی تھی ۔
8,اسلئے ہم نے سوچا کہ اس گھر کو دیکھنے و سنبھالنے کے لئے ایک تم ہی ہو اور کوئی نہیں ، اور ہم چپ رہ گئے ۔
9,گنجا ! ہمیں اتنا بھروسہ تھا تم پر کہ اگر تم ہماری مجبوری کو سنو گی تو ہمیں سمجھو گی اور معاف کر دوگی ۔
4,تم بہت بڑے ہو چندن ! ہاں ، پہلے تمھیں فقط چاہتی تھیں ، لیکن اب عقیدت کرینگے ۔
4,دیوتا نہ بھی ملے ، تو کیا پجاری کی بھکتی چھوٹ جاتی ہے ؟
5,ہم تمھارا اعتماد نہیں توڑینگے چندن ، کبھی نہیں NULL ، تم جو بھی کہو گے ہم وہی کرینگے ۔
5,یہ کیسی باتیں کر رہے تھے تم لوگ ، ہمارے لئے تم اپنی خوشیاں چھوڑ دوگے اور ہم خوش ہو جائینگے ۔
2,تم نے سمجھ کا رکھا ہے ہمیں ؟
4,گنجا ! تم فکر مت کرو یہ دیوتا ہی تمھارا خاوند دیوتا بنے گا ، ہم ابھی بات کر کے آتے ہیں ۔
3,ویدجی ! بچوں کی خوشی میں ہی ہم دونوں کی خوشی ہے ۔
5,اسی میں ہم سب کا بھلا ہے ، گنجا کی مانگ تو اب چندن کو ہی بھرنے دیجئے ۔
3,ٹینا بہت کریٹیکل ہے راہول ، اس کے پاس زیادہ وقت نہیں ہے ۔
5,ہم نے بہت کوشش کی راہول ، مگر اس کی انٹرنل بلیڈنگ اتنی بڑھ گئی تھی کہ ہم کچھ نہیں کر سکے ۔
5,میں نے اس سے پہلے ہی کہا تھا کہ اس کی ڈلیوری میں کامپلیکیشنس ہونگی ۔
6,لیکن وہ یہ بھی جانتی تھی کہ تمھیں یہ بچہ کتنا چاہیئے ۔
5,اسے بھی یہ اپنی زندگی سے زیادہ پیاری تھی ۔
5,میں چاہتی ہوں کہ میری بیٹی مجھے جانے ۔
4,اس کی ماں کیسی تھی ، کون تھی ، ان سوالوں کا جواب وہ خود دے سکے ۔
3,ممّا ! میں یہ آٹھ چٹھیاں آپ کے پاس چھوڑ کر جا رہی ہوں ۔
6,ان میں وہ ساری باتیں ہیں جو میں اپنی بیٹی کو کہنا چاہتی ہوں ۔
5,یہی میری بیٹی کی یادیں بن کر رہ جائینگی ۔
2,روپا ہمیں گائتری منتر سنائیگی ۔
2,گائتری منتر تو میں بھول گئی ۔
0,کیا ؟
2,یہ تو کیا کہہ رہی ہے روپا ؟
4,سنا بہنوں ہماری روپا گائتری منتر بھول گئی ۔
4,ارے بیٹی ! تو پوجا پاٹھ میں دھیان نہیں رکھیگی تو اپنے بچوں کو کیا سکھائیگی ؟
4,جو ہم کہتے ہیں ، جو ہم سوچتے ہیں ، اسی کا اثر تو ہمارے بچوں پر پڑتا ہے ۔
2,جاؤٔ اسکول فنکشن کے لئے تیار ہو جاؤ ۔
2,ہر اسٹوڈینٹ کو فقط ایک ہی منٹ دیا جائیگا ۔
3,ہماری پہلی کانٹیسٹ ہے جسبندر سنگھ ۔
5,وانی پرکاشن سے شائع ` ` ودھاؤں کاونیاس ` ` کتابی تبصرہ کا سلیقہ سمجھنے کا ایک سنہرا موقع ہے ۔
5,دراصل اس کتاب میں قلم_کار کے ذریعہ پڑھی گئی ۴۶ کتابوں کی روح جذب ہے ۔
5,ان کی فطری دلچسپی کی وجہ سے ان میں بیشتر تعداد سوانح عمریوں کی ہے لیکن اس میں ناولوں اور خیالی کتابوں کی بھی وافر ترجمانی ہے ۔
7,یہ شاید اننت وجے کی صحافیانہ زمین کا ہی اثر ہے کہ وہ چھپے ہوئے کے ساتھ چِھپے ہوئے کو بھی تلاشتے چلتے ہیں اور ان کا یہی تجسس ان تبصروں کو کہیں بہت سفاک اور کہیں بہت رحمدل بناتا ہے ۔
1,اننت وجے جس خوبی سے بازار کے دباؤ میں کتابیں بیچنے کے ہتھکنڈؤں ( ان لائکلی ہیرو اومپوری ، نندتاپوری ، فائیوپوائنٹ سَم ون ، چیتن بھگت ) کو بےنقاب کرتے ہیں -
4,اسی بےباک طریقے سے سوانح عمری کی آڑ میں سوانح عمری ( کیپنگ دی فیتھ ۔ سومناتھ چٹرجی ) کو بھی اجاگر کرنے میں نہیں چوکتے ۔
10,ہمعصر عالمی اور ہندوستانی انگریزی ادب کی تخلیقیت کے ساتھ بازار کے مطالبے پر پروسے جانے والے مسالوں کی مقدار بھی ناپتی یہ کتاب عام قاری کے ساتھ ادب اور صحافت کے طلبا کے لئے عموماً اہم ہے ۔
4,دو دن پہلے اپنی فلم پان سنگھ تومر کے لئے قومی انعام پانے والے اداکار عرفان خان کے خلاف عوامی مقام پر سگریٹ پینے کے الزام میں اہم عروس البلاد ضلع مجسٹریٹ جےپور کی عدالت میں استغاثہ دائر ہوا ہے ۔
3,معاملے کی اگلی سماعت ۲۱ مارچ کو ہو گی ۔
6,شاکی آنندسنگھ راٹھور کا کہنا ہے کہ وہ سات مارچ کو جےپور کے سانگانیر ایئرپورٹ اپنے ایک دوست کو لینے آئے تھے ۔
3,اس دوران فلم اداکار عرفان خان سگریٹ_نوشی ممنوع علاقے میں کھلے_عام سگریٹ پی رہے تھے ۔
5,اس کی شکایت ایئرپورٹ افسران سے کی گئی لیکن دھیان نہیں دیا اور نہ ہی سی سی ٹی وی فوٹیج ہی دستیاب کرایا ۔
8,شاکی کا کہنا ہے کہ فلمی ستارے نوجوانوں اور بچوں کے آدرش ہوتے ہیں اور اگر وہی اس طرح کھلے_عام سگریٹ پئینگے تو اس سے ان پر مخالف اثر پڑ سکتا ہے ۔
