senlen,sentences
13,راجیش بابو کے آنے کا انتظار تھا ، بس اب جائیں گے ۔
25,ارے ! آپ بھی کمال کرتے ہیں پروفیسر صاحب ، کل آپ کا داماد آیا اور آج آپ جانے کی بات کر رہے ہیں ۔
16,میرا من تو تھا کہ چار پانچ مہینے رک جاتے لیکن بیٹی کا سسرال ہے ۔
15,موٹے طور پر مضمون ، کالم اور فیچر میں کوئی فرق نہیں ہوتا ہے ۔
14,اخبارات میں شائع مضمون ، کالم اور فیچر عموماً حالات حاضرہ ہوتے ہیں ۔
20,آسان اور رواں لہجے میں لکھے جاتے ہیں اور عوام کو خبروں میں نہاں معنی کے متعلق سمجھاتے ہیں ۔
9,پھر بھی ان میں باریک فرق ہوتا ہے ۔
9,مضمون نسبتاً سنجیدہ موضوع پر لکھے جاتے ہیں ۔
10,فیچر صحافت کے شعبہ میں ایک نیا طرز ہے ۔
9,اس کا تیزی سے فروغ ہو رہا ہے ۔
13,پچھلے کچھ برسوں سے اس طرز نے نئی بلندیاں حاصل کی ہیں ۔
27,فیچر کو ہندوستانی صحافت میں خاص مقام دلانے کا سہرا ` سنڈے ` ، ` انڈیا ٹوڈے ` اور ` آوٹ لُک ` میگزین کو ہے ۔
30,انھوں نے عوامی اہمیت کے متعدد موضوع پر فیچر شائع کر کے متعلقہ موضوع پر عوام کا دھیان کھینچنے کے ساتھ ساتھ حکومت کو کاروائی کرنے پر مجبور کیا ۔
8,مضمون اور فیچر میں بڑی یکسانیت ہے ۔
23,دونوں اطلاعات کو زیادہ واضح کرنے ، واقعات کا تجزیہ کرنے اور ان پر رائے ظاہر کرنے کے لئے لکھے جاتے ہیں ۔
9,دونوں عوامی رائے بنانے کا کام کرتے ہیں ۔
10,مضمون کبھی فیچر کی صفات اخذ کر لیتا ہے ۔
8,کبھی فیچر مضمون سا لگنے لگتا ہے ۔
42,فیچر کئی قسم کے ہوتے ہیں جیسے ان مسائل سے جڑے ، آدمی سے متعلق ، افسانوی ، شور شرابے والے ، تصاویری ، تفریحی ، بہادرانہ مہم سے متعلق اور یہ طنزیہ فیچر تفریح کے ساتھ اطلاع فراہم کرتے ہیں ۔
15,قارئین کے تجسس کو جگاتا ہے اور انھیں مزید پڑھنے کی ترغیب دیتا ہے ۔
23,فیچر لکھنے کے لئے مضمون_نگار کے پاس لامحدود تجربہ ، زبان پر مکمل عبور کے ساتھ علم کا خزانہ ہونا لازمی ہے ۔
25,فیچر کا اہم مقصد قارئین کو دقیق سے دقیق مسائل سے متعلق جانکاری آسان سے آسان زبان میں نہایت دلچسپ ڈھنگ سے دینا ہے ۔
24,کبھی - کبھی فیچر لکھتے وقت اس میں ڈرامائیت دی جاتی ہے تو کبھی تفریحی واقعات سے فیچر کی شروعات کی جاتی ہے ۔
14,بیشتر فیچر لکھنے میں چھوٹی کہانی کے طرز کا استعمال کیا جاتا ہے ۔
13,کبھی - کبھی کسی دلکش مثال سے فیچر شروع کیا جاتا ہے ۔
15,فیچر کی خصوصیت اس کا لچیلاپن ، روانی اور دلکش زبان اور نقاشی ہے ۔
20,فیچر کی اہمیت اس بات میں ہے کہ وہ اکثر کسی بھی موقع پر شائع کی جا سکتی ہے ۔
11,موقع نہیں فیچر کا اپنا خاکہ اسے اہمیت دیتا ہے ۔
13,پھر بھی کچھ خاص مواقع پر بھی فیچر کئے جا سکتے ہیں ۔
17,دنیا کی پہلی خبر ایجنسی کا قیام ۱۸۳۵ میں چارلس ہواس نے فرانس میں کی تھی ۔
18,۱۸۴۵ میں کچھ امریکی اخباروں نے میکسکو جنگ کی خبر حاصل کرنے کے لئے ایک تنظیم بنائی ۔
16,یہ تجربہ کیا گیا کہ یہ کام اکیلے کسی اخبار کے بس کا نہیں ہے ۔
21,اس مسابقت کو ٹالنے کے لئے ۱۸۶۵ میں ان ایجنسیوں نے مل کر کام کرنے کا ایک سمجھوتہ کر لیا ۔
16,۱۸۷۲ میں امریکی خبر ایجنسی نیویارک ایسوسیئیٹیڈ پریس بھی اس سمجھوتہ میں شامل ہو گئی ۔
12,ان چار ایجنسیوں نے دنیا کو چار حصوں میں بانٹ لیا ۔
20,ہواس ایجنسی کو فرانس ، اٹلی ، ،اسپین ، پرتگال ، سوئٹزرلینڈ اور وسط و جنوبی امریکہ دئے گئے ۔
11,رائٹر کو گریٹ برٹین اور پورا برطانوی سامراج دیا گیا ۔
12,رائٹر اور ہواس کو کچھ علاقہ مشترکہ طور سے دیا گیا ۔
10,برطانوی خبررساں ایجنسی رائٹر ۱۸۵۸ میں عمل میں آئی ۔
20,وجود میں آنے کے کچھ ہی وقت کے بعد یہ ہندوستان میں اخبار دینے والی اہم ایجنسی بن گئی ۔
19,۱۸۶۰ میں ` بامبے ٹائمز ` نے ڈاکر سے رائٹر کی خبریں حاصل کرنا شروع کر دیا تھا ۔
17,پہلا ہندوستانی اخبار جس نے رائٹر سے تار خدمات لینا شروع کی ` بنگالی ` تھا ۔
6,یہ بات ۱۹۰۰ کی ہے ۔
23,لہٰذا ملکی باشندوں کو مستقل مصدقہ اور صحیح خبر دینے کے لئے ۱۹۱۰ میں ایسوسیئیٹیڈ پریس آف انڈیا کا قیام کیا گیا ۔
17,یہ خبر ایجنسی شروع کرنے کا مکمل سہرا تجربہ_کار اور سینئر صحافی کے_سی_رائے کو جاتا ہے ۔
18,رائٹر نے ایک نئی کمپنی ایسٹرن نیوز ایجنسی بنا کر ۱۹۱۵ میں اس پر قبضہ کر لیا ۔
14,ایسوسیئیٹیڈ پریس آف انڈیا کا یہ انتظام متعدد قوم_پرستوں کو پسند نہیں آیا ۔
28,ان کا مستحکم خیال تھا کہ برطانوی ماتحتی میں کام کرنے والی اس قسم کی ایجنسی ہندستانیوں کی خواہشات ، آرزوں کو کبھی ظاہر نہیں کر سکتی ۔
25,اسی سال پہلی ستمبر کو کلکتہ کے کچھ اخبارات کی مشترکہ کوششوں سے ایک نئی ایجنسی یونائیٹیڈ پریس آف انڈیا کا قیام کیا گیا ۔
24,ایسوسیئیٹیڈ پریس آف انڈیا کی سخت مسابقت کے باوجود اس ایجنسی نے دنیا بھر کی متعدد خبر ایجنسیوں کے ساتھ تعاون سمجھوتے کئے ۔
28,آزادی کے حصول کے وقت رائٹر خبر ایجنسی اور اس کی معاون ایسوسیئیٹیڈ پریس آف انڈیا خبر ایجنسی کا ملک میں خبروں کی تقسیم پر غلبہ تھا ۔
8,غیرملکی اخباروں پر رائٹر کا قبضہ تھا ۔
12,پریس ٹرسٹ کی تشکیل سماچار ٹرسٹ کے روپ میں کی گئی ۔
15,سُپرن_ورما کی فلم ` آتما ` بیٹی ماں اور باپ کا ہارر ٹراینگل ہے ۔
26,دو برس پہلے ممبئی پر ہوئے دہشت_گردانہ حملے کے پس_منظر پر رام_گوپال ورما لے کر آئے ہیں ` دی اٹیکس آف 26 / 11 ` ۔
16,ان کے مطابق ، ممبئی پر حملے کی یادیں آج بھی دل دہلا دیتی ہیں ۔
15,این_ایس_جی کمانڈو اور ممبئی پولس کی چوکسی کے چلتے گنہگاروں کو پکڑا گیا تھا ۔
21,میں نے فلم کے ذریعہ بس یہ دکھانے کی کوشش کی ہے کہ اس حادثے کو کیسے انجام دیا گیا ۔
10,ممبئی پولس_کمشنر راکیش موریا اور متاثرین پر کیا بیتی ۔
19,ہم نے سی_ایس_ٹی کولابا واقع لیوپولڈ کیفے پر ہوئے حملوں کو مرکز میں رکھ کر فلم بنائی ہے ۔
11,ان لوکیشن پر جا کر ہم نے شوٹنگ بھی کی ۔
12,تاج ہوٹل کو دکھانے کے لئے ہم نے سیٹ ڈیزائن کیا ۔
15,ممبئی کے اس وقت کے کمشنر راکیش موریا کی اداکاری میں دکھیں گے ناناپاٹیکر ۔
20,انھوں نے بتایا کہ راکیش موریا کو مرکز میں رکھ کر فلم بنی ہے لیکن یہ بایوپک نہیں ہے ۔
6,فلم ممبئی کو منسوب ہے ۔
23,یہ نہ ناظرین کو رُلائے گی نہ ہنسائے گی بلکہ سوچنے پر مجبور کرے گی کہ حملہ_آور کس دنیا کے انسان ہیں ؟
7,وہ کیسے درندے بن جاتے ہیں ۔
17,پچھلے چار دہائیوں سے بگ_بی یعنی امیتابھ بچن ناظرین کے دلوں پر حکومت کر رہے ہیں ۔
76,زنجیر ( 1973 ) کا اینگری_ینگ_مین ہو یا شعلے ( 1975 ) کا بہادر جے ، مقدر کا سکندر ( 1978 ) کا دمدار سکندر ہو یا سلسلہ ( 1981 ) کا اموشنل عاشق ، کالیا ( 1981 ) کا کلّوڈان ہو یا نمک_حلال ( 1982 ) کا کامیڈِن ، دیوار ( 1975 ) کا وجےورما ہو یا ڈان ( 1978 ) کا وجے ، امیتابھ_بچن کی شروعاتی فلموں کو بھلا کون بھول سکتا ہے ۔
24,جتنی مقبولیت ان کی فلموں کو ملتی تھی لوگوں کا اتنا ہی پیار ان فلموں کے پوسٹروں اور گانوں کو بھی ملتا تھا ۔
18,فلم پوسٹروں پر امیتابھ_بچن کے ڈانس ، ماردھاڑ یا رومانس کا انداز لوگوں کو بےوجہ کھینچتا تھا ۔
21,ان کے فینس فلمی پوسٹر کو اکھاڑنے اور انھیں اپنے گھر لے جانے کے پھیر میں بھی لگے رہتے تھے ۔
17,گانوں سے لے کر ان کی فلموں کے ڈائلاگ تک لوگوں کی زبان پر ہوتے تھے ۔
17,اینگری ینگ_مین کے دور والی امیتابھ بچن کی فلموں کی وہ مقبولیت آج بھی قائم ہے ۔
28,ان کی اسی مقبولیت کو دیکھتے ہوئے ان کی کچھ خاص فلموں کے پوسٹر اور لابی_آرٹ اور ایل_پی ریکارڈس کی آن_لائن فروخت کا انعقاد کیا گیا ہے ۔
20,چار پانچ سال پہلے تک دہلی اور ممبئی کے سیکنڈہینڈ مارکیٹ میں ایسی چیزیں آسانی سے مل جاتی تھیں ۔
23,لیکن بڑھتی مانگ کے سبب یہ اب بازار سے غائب ہونے لگی ہیں اور ان کو یکجا کرنا اب مشکل کام ہے ۔
13,حالانکہ فلمی یادگار اشیاء کا ٹرینڈ اپنے ملک میں نیا ہی ہے ۔
33,ویسے غیرملکوں میں تو یہ چلن اسٹیٹس کے نام سے جانا جاتا ہے اور ایل_پی ریکارڈرس یعنی لانگ پلئینگ رکارڈس فلموں کے گانے اور ڈائلاگس سننے کے لئے استعمال کئے جاتے تھے ۔
13,آج بھی چھوٹے شہروں میں لابی کارڈس کا ہی انتظام ہوتا ہے ۔
23,یہ الگ بات ہے کہ ایل_پی ریکارڈس کی جگہ کیسیٹ ، سی_ڈی ، پین_ڈرائیو اور متعدد کمپیوٹرائزڈ آلات نے لے لی ہے ۔
21,اپنے یہاں بھی اب فلم سے جڑی یادگار اشیاء کے ذخیرے میں لوگوں کی دلچسپی پچھلی دہائی میں بڑھی ہے ۔
15,ایسے ہی لوگوں کے لئے ہے بگ_بی کے پوسٹر اور لابی_آرٹ کی آن_لائن سیل ۔
17,ڈریم_آن_لائن کی ڈائریکٹر رموناسنگھ جو سیلیبریٹی آئٹمس اور فلمی میموریبل پروڈکٹس کی آن_لائن سیل کرتی ہیں ۔
15,انھوں نے بتایا کہ امیتابھ_بچن سے جڑی ایسی سیل کا ہٹ ہونا طے ہے ۔
22,غور طلب ہے کہ امتیابھ_بچّن کے ۶۰ ویں سالگرہ کے موقع پر رمونا نے بھی ایک ایسی ہی سیل لگائی تھی ۔
20,حالانکہ وہ بھی اس بات سے متفق ہیں کہ ایسی اشیاء کو یکجا کرنا اب اتنا آسان نہیں رہا ۔
23,انھوں نے بتایا کہ پہلے پرانی دہلی اور ممبئی میں ایسے پوسٹر آسانی سے مل جاتے تھے اب ماحول ویسا نہیں ہے ۔
14,خصوصاً شعلے ، دیوار وغیرہ فلموں کے پوسٹر مشکل سے ہی ملتے ہیں ۔
24,اس کے متعلق یامنی نے بتایا کہ ایسی آن_لائن فلم سیل کے لئے امتیابھ بچّن سے بہتر فی_الحال اور کچھ نظر نہیں آتا ۔
12,ملک کے علاوہ غیرممالک میں بھی ان کی مقبولیت بےمثال ہے ۔
14,یہی وجہ ہے کہ این_آر_آئی ایسی اشیاء کے سب سے بڑے خریدار ہیں ۔
11,اس کلیکشن کی قیمت کچھ ہزار سے شروع ہوتی ہے ۔
21,سب سے مہنگا آئٹم ` شعلے ` کا یاک پوسٹر ہے جس کے لئے قیمت ۹۸۰۰ روپئے رکھی گئی ہے ۔
24,ایک اور دمدار آئٹم ہے فلم ` کالیا ` کا ایل_پی جس میں گانوں کے ساتھ ساتھ فلم کے دمدار مکالمے بھی ہیں ۔
30,ایسے تمام آئٹمس اس سیل میں رکھے گئے ہیں جن پر ویب_سائٹ کے ` دی_اسٹوری ` حصّے کے ` بالی_ووڈ بگ_بی ` کے تحت نظر ڈالی جا سکتی ہے ۔
13,یہ آن_لائن سیل سائٹ پر ۱۱ مارچ کو ختم ہو رہی ہے ۔
24,جیکی بھگنانی کی لانچنگ تو بہت بڑھیا طریقے سے ہوئی تھی لیکن اتنی ہی تیزی سے وہ گمنامی میں بھی کھوتے چلے گئے ۔
16,مشہور پروڈیوسر واشو بھگنانی کے بیٹے جلد ہی فلم ` رنگریز ` میں دکھیں گے ۔
17,اور اس فلم کے لئے انھوں نے چرچا میں آنے کا بہت بہتر طریقہ کھوجا ہے ۔
29,جیکی نے یوٹیوب پر مشہور ہوئے پاپ سانگ گنگنم اسٹائل کے رائٹس خرید لئے ہیں اور اسے اپنی آنے والی فلم کے لئے شوٹ بھی کر ڈالا ہے ۔
18,جیکی کا کہنا ہے کہ یہ ان کے والد واشو کو ان کی جانب سے تحفہ ہے ۔
28,دیکھنا ہے کہ یہ تحفہ رنگریز کو ہٹ کرانے میں کام آتا ہے یا انھیں اپنے والد کو متاثر کرنے کا کوئی اور طریقہ تلاش کرنا ہوگا ۔
8,کچھ اتا پتا معلوم ہے تیرے کو ؟
31,کچھ نہیں ، اور اندھیرے میں ان کا تھوبڑا تک نہیں دکھا اور آجکل گلی میں نوراتری کا ڈانڈیا چل رہا ہے ، اسے بھیڑ میں پہچاننا بھی مشکل ہے ۔
