bshift,sentences
0,తక్కువ బరువుతో పుట్టిన పిల్లలకు ఈ జబ్బు రావచ్చు .
0,ఈ జబ్బు రాకుండా పిల్లలకు టీకాలు ఇప్పించాలి
0,ఈ టీకాలు అన్ని ఆసుపత్రుల్లో దొరుకుతాయి .
0,ఈ టీకాను పుట్టగానే ఇప్పించాలి .
0,క్షయ ఒకరి మరొకరికి అంటుకుంటుందా ?
0,ఈ పురుగులు కంటికి కనపడవు .
1,ఉన్నవాళ్లు క్షయ దగ్గినపుడు ఇవి గాలిలో చేరతాయి .
1,ఉమ్మి చేరతాయి గాలిలో .
0,ఈ గాలిని పీల్చినవారికి క్షయ రావచ్చు .
0,డాక్టరు మందులు రాసిచ్చాడు .
1,రాములు సీతాలును తీసుకువచ్చాడు ఇంటికి .
1,అత్తను కోడలు ఏపని చేయనీయలేదు .
0,సీతాలుకు తీరిక దొరికేటట్టు .
0,అవిసెల నూనె తీస్తారు .
0,కాని అవిసె నూనె వంటకు పనికిరాదు .
0,ఈ నూనెను ఎక్కువగా పరిశ్రమలలో వాడతారు .
0,వార్నీస్లు మరియు ఇతర రంగుల తయారీలో ఎక్కువగా వాడుతున్నారు .
0,నూనె తీసిన మిగిలే పొట్టు ఎరువుగా ఉపయోగపడుతుంది .
0,ఈ పంటను మన రాష్ట్రంలో ఎక్కువగా పండించడం ఎంతైనా అవసరం ఉంది .
1,పంటకాలం - నేలలు పంట అవిసె ముఖ్యంగా రబీ పంట .
1,పంటకాలం దీని సుమారు 4 నెలలు .
1,అక్టోబరు రెండవ వారంలో నాటితే ఫిబ్రవరి రెండవ కోతకు వారంలో వస్తుంది .
0,ఈ పంటను అన్నిరకాల నేలల్లోను పండించవచ్చు .
0,ఎక్కువ నీళ్లు నిలిచి నేలలు ఈ పంటకు పనికిరావు .
0,ఈ విత్తనాలు ఒక హెక్టారుకు 30 కిలోగ్రాములు కావాలి .
0,దీనివల్ల గింజలు బాగా మొలకెత్తుతాయి .
0,రోగాల బారినుండి కాపాడుకోవచ్చు .
0,ఒక కిలోగ్రాము అవిసె విత్తనాలకు ఒకటిన్నర గ్రాముల బావిస్టన్ మందు కలపాలి .
0,లేకుంటే 3 గ్రాముల థైరామ్ _ మందు కలపాలి .
1,దీని విత్తనాల వచ్చే రోగాలను . అరికట్టివచ్చు
0,విత్తనాలు వేసే పద్ధతి అవిసె పంట వేసే ముందు నేలను 2 లేక 3 సార్లు దున్నాలి .
0,మొక్కలు ఎదగాలంటే జానెడు లోతు దున్నాలి .
0,అవిసె పంటను చాళ్లలో వేయవలసి .
1,దీనివల్ల శనగ పట్టే పంటకు వేరుకుళ్లు తెగులు మరియు ఎండుతెగులును అరికట్టవచ్చు .
0,అవిసెను కుసుమ పంటతో అంతరపంటగా వేసినప్పుడు ఎక్కువ లాభాలు వస్తాయి .
1,రేగడి నల్ల భూములలో భూసార పరీక్ష చేయించిన అవసరమైతే 40 కిలోగ్రామ్ల పొటాషియం వాడవలసి .
1,ఈ పంటకు సాధారణంగా 35 మొదటిసారి రోజులకు నీరు పెట్టాలి .
1,ఆ అవసరమయితే తరవాత మరొకసారి కలుపు తియ్యాలి .
0,హెక్టారుకు 600 లీటర్లు వాడాలి .
1,ఆ తరవాత 15 రోజులకు అవసరాన్ని మరొకసారి పిచికారీ . చెయ్యాలి
1,అక్టోబరు మొదటివారంలో పిచికారీ చేస్తే అసలు పురుగు . పట్టదు
1,వ్యాధి వేరుకుళ్ల మరియు బూడిద తెగులు ఈ పంటను ఎక్కువగా నాశనం చేస్తాయి .
1,పాత రకం విత్తనాలు ఈ . వ్యాధులను
0,తాను వచ్చేస్తాడు .
1,ఒక పెద్ద మనిషికి అప్పు నేను తీర్చలేదు .
1,రాసినాడు అని .
0,నువ్వు మొత్తం వయస్సంతా పరదేశంలోనే గడిపావు .
0,ఇప్పుడు వచ్చి ఇల్లు నిలబెట్టుకో .
0,అందరికి కొడుకులు సంపాదిస్తున్నారు .
