,person,sentences
1287,any,అవిసె పంటను చాళ్లలో వేయవలసి .
1288,any,దీనివల్ల శనగ పంటకు పట్టే వేరుకుళ్లు తెగులు మరియు ఎండుతెగులును అరికట్టవచ్చు .
1289,3,అవిసెను కుసుమ పంటతో అంతరపంటగా వేసినప్పుడు ఎక్కువ లాభాలు వస్తాయి .
1290,any,నల్ల రేగడి భూములలో భూసార పరీక్ష చేయించిన అవసరమైతే 40 కిలోగ్రామ్ల పొటాషియం వాడవలసి .
1291,any,ఈ పంటకు సాధారణంగా 35 రోజులకు మొదటిసారి నీరు పెట్టాలి .
1292,any,ఆ తరవాత అవసరమయితే మరొకసారి కలుపు తియ్యాలి .
1293,any,హెక్టారుకు 600 లీటర్లు వాడాలి .
1294,any,ఆ తరవాత 15 రోజులకు అవసరాన్ని మరొకసారి పిచికారీ చెయ్యాలి .
1295,3,అక్టోబరు మొదటివారంలో పిచికారీ చేస్తే అసలు పురుగు పట్టదు .
1296,3,వేరుకుళ్ల వ్యాధి మరియు బూడిద తెగులు ఈ పంటను ఎక్కువగా నాశనం చేస్తాయి .
1297,,పాత రకం విత్తనాలు ఈ వ్యాధులను .
1298,3,తాను వచ్చేస్తాడు .
1299,any,ఒక పెద్ద మనిషికి నేను అప్పు తీర్చలేదు .
1300,3,అని రాసినాడు .
1301,2,నువ్వు మొత్తం వయస్సంతా పరదేశంలోనే గడిపావు .
1302,any,ఇప్పుడు వచ్చి ఇల్లు నిలబెట్టుకో .
1303,3,అందరికి కొడుకులు సంపాదిస్తున్నారు .
1304,,నేను ఒక్కదానినే ముసలిదానిని చస్తున్నాను .
1305,any,ఎవరూ రాలేదు .
1306,any,ఉత్తరం రాలేదు .
1307,1,అతను ఇంకో పెళ్లి చేసుకున్నాడని విన్నాను .
1308,1,నేను అతనికి ఉత్తరం రాయించాను -
1309,,నీవు చాలా చెడ్డ పని .
1310,,బహుశా మంచి పనే చేసావేమో .
1311,2,నాకు కొంచెం తిండి పెట్టండి .
1312,1,నేను అలసిపోయాను .
1313,,"ఇప్పుడు పశువుల పని , పొలం పని ఏమిచేయలేకపోతున్నాను ."
1314,3,నా వయస్సు ఉడిగిపోయింది .
1315,1,అతని చాలా భరించాను .
1316,1,ఇప్పుడు అతన్ని తీసుకు వెళ్దామని వచ్చాను .
1317,1,అతన్ని వెదికి చెబుతాను .
1318,any,ఇంటికి ఎందుకు చెప్పని ?
1319,2,ఇంటిని ఎందుకు పాడుచేశావని ?
1320,2,ఇక నడువు .
1321,3,ఇంక ఏమి లేదు .
1322,3,మనకి పిల్లలు లేరు .
1323,any,మనం నాలుగు రోజులు కలసి .
1324,3,ఎవరు ముందర చనిపోతే తరువాతవాళ్లు ఇంత మట్టి వేస్తారు .
1325,1,ఆమెను అడిగాను .
1326,,ఆమె తలూపి అవునంది .
1327,3,ఆమె మనస్సులో ఇప్పటికీ ఉత్సాహం ఉంది .
1328,,"బహుశా ఆమె అతనిని పెండ్లికొడుకుని అలంకరించినట్లు , అలంకరించి తీసుకుపోవాలనుకుంటుంది ."
1329,1,కత్తి నీవు ఏం చేసుకుంటావు ? అన్నాను .
1330,3,ఆమె నిశ్శబ్దంగా ఉండిపోయింది .
1331,3,ఆమె జవాబు చెప్పింది - ఫజ్జా నా మొత్తం జీవితం నాశనం చేసాడు .
1332,1,నేను అతని చాలా భరించాను .
1333,1,వాడి నేను సంతానహీనురాలిని అయినాను .
1334,any,ఇప్పుడు అతను నాతో రావాలి .
1335,1,రాకపోతే నేను అతన్ని అంతం చేస్తాను .
1336,1,విని నేను హడలిపోయాను .
1337,3,ఫీర్హుస్సేను ఆమె కత్తిని పెట్టెలో పెట్టాడు .
1338,,ఫజ్జాని వెతకటం మొదలుపెట్టాం .
1339,,పట్టణంలో ఉన్న రౌడీలను అందరిని గాలించాం .
1340,3,వారిలో ఫాజ్జా ఉన్నాడు .
1341,1,తెలుసుకోవడానికి ఆమెను ఆమె భర్త గుర్తులు అడిగాము .
1342,3,ఆమె చెప్పింది - చూడటానికి చాలా బాగుంటాడు .
1343,3,మంచి గడ్డం మీసం ఉన్నాయి .
1344,3,అప్పుడు తెలిసింది .
1345,3,ఈ విషయం రఫియాతో చెప్పవలసింది .
1346,1,షాహెబును కలిసాము .
1347,1,సిఫారసు చేయించాము .
1348,1,ఫజ్జాకి జమానత్ ఇప్పించాము .
