 depth,sentences
3,అన్ని పశువులకు ఒకేలాగా ఉండకూడదు .
3,పాడి గేదెలకు ఒక రకంగా ఉండాలి .
3,చూడి గేదెలకు ఒక రకంగా ఉండాలి .
3,ఆవులకు ఒక రకంగా ఉండాలి .
2,ఎద్దులకు ఒకరకంగా ఉండాలి .
2,రకరకాలుగా ఉండాలి .
3,పశువు వయసును చూడాలి .
2,బరువును చూడాలి .
2,గడ్డిని ముక్కలుగా చేయాలి .
2,పశువులకు పెట్టాలి .
3,పాడి పశువులను కడగాలి .
3,పదికిలో దాణాలో మూడుకిలోల మొక్కజొన్నలు ఉండాలి .
3,రెండు కిలోల పల్లిచెక్క ఉండాలి .
3,ఖనిజ లవణాలు ఒక కిలో ఉండాలి .
3,ఉప్పు ఒక కిలో ఉండాలి .
2,ఇలా పాలు పెరుగుతాయి .
3,చూడి గేదెలకు ఫీడు ఎలా పెట్టాలి ?
3,చూడి గేదెలకు ఫీడు పోవాలి .
2,ముందు రెండింతలు పెట్టాలి .
3,మూడు మాసాల ముందు రెండింతలు పెట్టాలి .
3,మూడు రోజుల ముందు ఫీడు ఆపాలి .
2,బాగా పచ్చిమేత పెట్టాలి .
3,నూనె చెక్కలతో మేపకూడదు .
2,తవుడు అసలు పనికిరాదు .
2,దూడలకు మెత్తని మేత పెట్టాలి .
3,దూడల బరువు తెలుసుకుంటూ .
2,నెమ్మదిగా దాణాకు అలవాటు చేయాలి .
2,ఎండుగడ్డికి అలవాటు చేయాలి .
3,దాణాలో పోషక విలువలను ఎలా పెంచాలి ?
2,కొందరు యూరియాను తీసుకుంటారు .
2,లేకుంటే అమోనియాను తీసుకుంటారు .
2,నీళ్లలో కలుపుతారు .
2,ఇలా నీళ్లను చల్లుతారు .
3,గడ్డి కుప్పలమీద బాగా చల్లుతారు .
3,తరువాత ఆ గడ్డి కుప్పలను తీసుకుంటారు .
4,పెద్ద తొట్టిలాంటి దానిలో పెడతారు .
2,మీద బరువు పెడతారు .
2,అణగ పెడతారు .
2,ఇలా కొన్ని రోజులు ఉంచుతారు .
3,ఇలా ప్రోటీను శాతం పెరుగుతుంది .
4,కాని గాలి చొరకుండా చూడాలి .
3,అప్పుడే ప్రొటీను శాతం పెరుగుతుంది .
2,లేకుంటే తగ్గిపోతుంది .
3,కొత్తగా ఒక డబ్బాను తయారు చేశారు .
2,చొప్పను ఇందులో ఉంచుతారు .
2,అమోనియాను గ్యాసుగా లోపలికి పంపుతారు .
2,ఇలా 14 రోజులు మూసి ఉంచుతారు .
3,ఇలా గడ్డి పోషకవిలువలు పెరుగుతాయి .
3,14 రోజులకు ప్రోటీను శాతం తగ్గుతుంది .
4,ఇలా అమోనియాతో దాణా ప్రోటీను విలువ పెంచవచ్చు .
2,మూడింతలు పెంచవచ్చు .
2,ఈ దాణాను 6 నెలల నిలవ ఉంచవచ్చు .
3,ఇందులో నత్రజని శాతం ఎక్కువ ఉంటుంది .
2,బతుకుతెరువుకోసం పట్నం చేరారు .
3,పట్నం చేరేనాటికి సీతాలుకు ఇద్దరు పిల్లలు NULL .
3,సీతాలుకు చిన్న వయస్సులో పెళ్లయింది .
5,కానుపులకు తగ్గట్టు బలమైన తిండి లేదు .
2,రోజు మొదట పిల్లలకు తిండి పెట్టేది .
2,మిగిలితే తాను తినేది .
2,లేకపోతే పస్తులు పడుకునేది .
2,అందుకే అప్పుడే ముసలిదానిలా తయారయింది .
2,నడుం వంగిపోయింది .
2,ఈ నడుమ సీతాలు ఎప్పుడూ నీరసంగా ఉంటున్నది .
2,ఆకలి ఉండదు .
3,ఏ పని చేయ చేతకాదు .
3,మొదట్లో కొంచెం దగ్గు వచ్చేది .
3,ఎప్పుడూ ఖళ్లుఖళ్లుమని దగ్గుతూ ఉంటుంది .
