,gender,sentences
1373,f,ఆంధ్రప్రదేశ్ భారతదేశంలో నాలుగవ అతి పెద్ద రాష్ట్రం అయ్యి ఉత్తర దక్షిణాలకు వారధిలా ఉంది .
1374,n,"ఆంధ్రులు వింధ్యపర్వత దక్షిణ భాగానికి తరలివెళ్లి , ద్రావిడులతో కలసిన ఆర్యులుగా క్రీపూ 7 వ శతాబ్దంయొక్క సంస్కృత రచనలు వర్ణిస్తున్నాయి ."
1375,f,నవీన చరిత్రకారులు ఆంధ్రుల చరిత్ర ఆనాటినుండి మొదలైనట్లుగా లెక్కిస్తున్నారు .
1376,f,"పోలీసుచర్యద్వారా హైదరాబాదు 1948 భారత దేశంలో విలీనం అయ్యి , హైదరాబాదు రాష్ట్రంగా అవతరించింది ."
1377,f,గుంటూరులో హైకోర్టు ఏర్పాటు చేసారు .
1378,f,కొత్త రాష్ట్రానికి హైదరాబాదు రాజధానిగా అవతరించింది .
1379,f,"1960 వ సంవత్సరంలో పటాస్కర్కమీషన్ తీర్పుమూలంగా చిత్తూరు జిల్లా తిరుత్తణి తాలూకాలోని ఎక్కువ భాగాన్ని తమిళనాడుకు ఇచ్చి , తమిళనాడుకు చెందిన తిరువళ్లూర్ తాలూకాలోని కొన్ని గ్రామాలను ఆంధ్రప్రదేశ్లో చేర్చారు ."
1380,n,ఆంధ్రప్రదేశ్ ఆవిర్భవించినప్పుడు 20 జిల్లాలే ఉన్నాయి .
1381,,నీలంసంజీవరెడ్డి ఆంధ్రప్రదేశ్కు తొలి ముఖ్యమంత్రి NULL_Vఘ్ఞ్ .
1382,n,1982 అన్నీ కాంగ్రెసు ప్రభుత్వాలే ఆంధ్రప్రదేశ్ను పరిపాలించాయి .
1383,f,పివినరసింహారావు ముఖ్యమంత్రిగా కొంతకాలం పనిచేసారు .
1384,m,కాంగ్రెస్ పార్టీ సొంతంగా మెజారిటీ స్థానాలు సంపాదించి వరుసగా రెండో సారి వైఎస్రాజశేఖరరెడ్డి ముఖ్యమంత్రి అయ్యాడు .
1385,,రాష్ట్రంలో 23 జిల్లాలు కలవు .
1386,,ఆంధ్రప్రదేశ్కు పార్లమెంటులో 60 స్థానాలు కలవు .
1387,f,1956 20 జిల్లాలతో ఆంధ్రప్రదేశ్ ఏర్పడింది .
1388,,రాష్ట్ర ఆర్థిక వ్యవస్థకు వ్యవసాయం ఆయువుపట్టు NULL_Vఘ్ఞ్ .
1389,,తెలుగు రాష్ట్ర భాష NULL_Vఘ్ఞ్ .
1390,f,ఉర్దూ మాట్లాడే ముస్లింలు ఎక్కువగా హైదరాబాదులో ఉన్నారు .
1391,f,ఆంధ్రప్రదేశ్కు గొప్ప సాంస్కృతిక వారసత్వం కలదు .
1392,f,ఆంధ్రులు గత 70 సంవత్సరాలుగా సినిమాను విపరీతంగా పెంచి పోషించారు .
1393,n,రాష్ట్రంలో సంవత్సరానికి సుమారు 130 సినిమాలు రూపొందుతాయి .
1394,,ఆంధ్రప్రదేశ్లో పలు సంగ్రహాలయాలు కలవు .
1395,n,ఈ రెండు సంగ్రహాలయాలు హైదరాబాదులో ఉన్నాయి .
1396,f,ఆంధ్రప్రదేశ్లో విద్యా నిర్వహణ ప్రభుత్వ శాఖలద్వారా జరుగుతుంది .
1397,f,బతుకమ్మ ఆశ్వీయుజ మాసంలో వస్తుంది .
1398,f,దసరా అక్టోబరు నెలలో వస్తుంది .
1399,f,దీపావళి నవంబరు నెలలో వస్తుంది .
1400,,పర్యాటక ప్రదేశాలలో విశాఖపట్నం ఒకటి చెప్పుకోదగినది .
1401,,కమల అత్త కాంతం NULL .
1402,any,కాంతం ఏది చెబితే అదే జరగాలి .
1403,,కమలను రోజు ఏదో ఒకటి అనేది .
1404,,ఊరకనే మాటలు అనేది .
1405,,కమల ఏమీ అనలేకపోయేది .
1406,f,ఒకరోజు వేడి పాలమీద వెన్న ఏమైంది ?
1407,f,అని కాంతం కమలను అడిగింది .
1408,f,వేడి పాలమీద వెన్న ఎలా ఉంటుంది .
1409,,అని కమల NULL .
1410,,అనుమానం .
1411,any,అదే విషయం అత్తతో అంది .
1412,any,ఎదురు జవాబులు బాగా తెలుసు .
1413,f,అని కాంతం కోపంగా చూసింది .
1414,,ఇంకోసారి పచ్చిపాలమీద మీగడ ఏమఐంది NULL ?
1415,f,అని కాంతం అడిగింది .
1416,,పచ్చిపాలమీద మీగడనా NULL .
1417,f,అది ఎలా ఉంటుంది .
1418,f,అని కమల అడిగింది .
1419,f,కాంతం కమలను తిట్టింది .
1420,f,ఒక రోజు కాంతం ఎదురింటికి పోయింది .
